VBELN,FKART,FKDAT,REF_SO,KUNNR,NETWR,WAERK,STATUS
9000000758,F2,2025-10-16,4500000805,0000100002,3149.96,USD,Posted
9000000759,F2,2025-05-23,4500000806,0000100003,1527.93,USD,Posted
9000000760,F2,2026-04-28,4500000807,0000100150,109.55,USD,Posted
9000000761,F2,2025-01-11,4500000808,0000100181,2748.38,USD,Posted
9000000762,F2,2025-04-14,4500000809,0000100095,1711.29,USD,Posted
9000000763,F2,2026-03-25,4500000810,0000100021,1694.4,USD,Posted
9000000764,F2,2026-09-08,4500000811,0000100187,297.36,USD,Posted
9000000765,F2,2025-05-17,4500000813,0000100067,66.6,USD,Posted
9000000766,F2,2026-01-31,4500000814,0000100029,74.74,USD,Posted
9000000767,F2,2026-08-23,4500000815,0000100080,4487.49,USD,Posted
9000000768,F2,2024-10-07,4500000816,0000100153,9274.03,USD,Posted
9000000769,F2,2025-02-09,4500000817,0000100067,232.94,USD,Posted
9000000770,F2,2024-12-23,4500000818,0000100028,213.9,USD,Posted
9000000771,F2,2026-05-22,4500000820,0000100018,328.5,USD,Posted
9000000772,F2,2025-05-21,4500000821,0000100147,1410.38,USD,Posted
9000000773,F2,2026-05-11,4500000822,0000100168,6739.91,USD,Posted
9000000774,F2,2024-09-25,4500000823,0000100075,7355.71,USD,Posted
9000000775,F2,2024-11-22,4500000824,0000100040,1660.0,USD,Posted
9000000776,F2,2026-05-19,4500000826,0000100151,1111.13,USD,Posted
9000000777,F2,2025-12-05,4500000827,0000100091,3591.26,USD,Posted
9000000778,F2,2026-02-11,4500000829,0000100039,371.18,USD,Posted
9000000779,F2,2026-06-20,4500000830,0000100044,4271.42,USD,Posted
9000000780,F2,2025-08-06,4500000831,0000100125,3505.0,USD,Posted
9000000781,F2,2025-09-05,4500000832,0000100023,453.71,USD,Posted
9000000782,F2,2025-02-04,4500000834,0000100101,4149.33,USD,Posted
9000000783,G2,2025-04-08,4500000835,0000100140,-11.42,USD,Posted
9000000784,F2,2026-05-17,4500000836,0000100048,1762.13,USD,Posted
9000000785,F2,2025-03-22,4500000837,0000100181,2405.15,USD,Posted
9000000786,F2,2026-03-28,4500000838,0000100147,2825.23,USD,Posted
9000000787,F2,2024-11-15,4500000839,0000100140,2148.0,USD,Posted
9000000788,G2,2025-02-14,4500000840,0000100199,-1103.87,USD,Posted
9000000789,F2,2025-08-02,4500000841,0000100044,2652.92,USD,Posted
9000000790,F2,2025-10-04,4500000842,0000100120,27823.25,USD,Posted
9000000791,F2,2025-04-11,4500000843,0000100077,5726.63,USD,Posted
9000000792,F2,2024-11-12,4500000844,0000100048,156.5,USD,Posted
9000000793,F2,2024-11-15,4500000845,0000100149,2785.48,USD,Posted
9000000794,F2,2026-05-23,4500000846,0000100082,2822.8,USD,Posted
9000000795,F2,2025-04-26,4500000847,0000100075,5185.21,USD,Posted
9000000796,F2,2025-05-27,4500000848,0000100039,886.56,USD,Posted
9000000797,F2,2026-03-30,4500000849,0000100066,3890.44,USD,Posted
9000000798,F2,2026-02-01,4500000850,0000100061,2860.75,USD,Posted
9000000799,F2,2025-08-09,4500000851,0000100146,655.69,USD,Posted
9000000800,F2,2025-03-17,4500000852,0000100090,2225.07,USD,Posted
9000000801,F2,2025-08-15,4500000853,0000100001,3689.85,USD,Posted
9000000802,F2,2026-05-27,4500000854,0000100099,370.76,USD,Posted
9000000803,F2,2025-12-07,4500000855,0000100165,1468.49,USD,Posted
9000000804,F2,2025-03-29,4500000856,0000100006,5762.92,USD,Posted
9000000805,F2,2025-05-15,4500000857,0000100177,2391.5,USD,Posted
9000000806,S1,2026-03-06,4500000858,0000100047,13649.02,USD,Cancelled
9000000807,F2,2026-07-05,4500000859,0000100160,14859.82,USD,Posted
9000000808,F2,2025-05-01,4500000860,0000100074,518.41,USD,Posted
9000000809,F2,2025-07-26,4500000861,0000100174,115.56,USD,Posted
9000000810,F2,2025-03-11,4500000862,0000100045,3122.86,USD,Posted
9000000811,F2,2025-11-03,4500000863,0000100061,1161.92,USD,Posted
9000000812,F2,2025-10-12,4500000864,0000100037,4253.78,USD,Posted
9000000813,F2,2026-03-27,4500000865,0000100160,4764.9,USD,Posted
9000000814,F2,2026-06-24,4500000866,0000100160,17034.08,USD,Posted
9000000815,F2,2025-09-24,4500000869,0000100135,772.46,USD,Posted
9000000816,F2,2024-11-27,4500000870,0000100091,1351.26,USD,Posted
9000000817,F2,2026-04-23,4500000871,0000100057,4343.46,USD,Posted
9000000818,F2,2024-10-24,4500000872,0000100083,413.07,USD,Posted
9000000819,F2,2024-11-30,4500000873,0000100071,3635.38,USD,Posted
9000000820,F2,2026-01-17,4500000874,0000100124,253.92,USD,Posted
9000000821,F2,2026-04-23,4500000876,0000100096,748.75,USD,Posted
9000000822,F2,2025-03-28,4500000877,0000100191,4641.98,USD,Posted
9000000823,F2,2026-03-12,4500000878,0000100190,641.98,USD,Posted
9000000824,F2,2025-08-09,4500000879,0000100055,2770.94,USD,Posted
9000000825,F2,2024-10-01,4500000880,0000100006,1254.56,USD,Posted
9000000826,F2,2025-06-11,4500000883,0000100091,1089.17,USD,Posted
9000000827,F2,2025-07-20,4500000884,0000100037,1285.06,USD,Posted
9000000828,S1,2024-12-24,4500000885,0000100052,380.26,USD,Cancelled
9000000829,F2,2026-05-03,4500000886,0000100082,412.88,USD,Posted
9000000830,F2,2025-03-18,4500000887,0000100003,1506.18,USD,Posted
9000000831,F2,2025-02-19,4500000888,0000100135,220.32,USD,Posted
9000000832,F2,2026-04-17,4500000889,0000100189,653.72,USD,Posted
9000000833,F2,2025-06-23,4500000890,0000100069,2223.64,USD,Posted
9000000834,F2,2025-12-17,4500000891,0000100079,6747.29,USD,Posted
9000000835,F2,2025-09-30,4500000892,0000100117,3175.52,USD,Posted
9000000836,F2,2025-09-12,4500000893,0000100185,5474.9,USD,Posted
9000000837,F2,2025-12-07,4500000894,0000100066,307.28,USD,Posted
9000000838,G2,2025-09-06,4500000895,0000100047,-642.16,USD,Posted
9000000839,F2,2024-11-10,4500000896,0000100195,4685.4,USD,Posted
9000000840,F2,2025-09-16,4500000897,0000100058,1318.22,USD,Posted
9000000841,F2,2025-10-15,4500000898,0000100009,139.36,USD,Posted
9000000842,F2,2024-09-26,4500000899,0000100005,3900.01,USD,Posted
9000000843,F2,2024-09-16,4500000900,0000100177,2338.98,USD,Posted
9000000844,F2,2026-08-29,4500000901,0000100163,1672.38,USD,Posted
9000000845,F2,2025-05-14,4500000902,0000100093,610.52,USD,Posted
9000000846,F2,2024-12-10,4500000903,0000100089,1431.84,USD,Posted
9000000847,F2,2024-11-28,4500000904,0000100045,1925.83,USD,Posted
9000000848,F2,2025-08-07,4500000905,0000100105,8971.64,USD,Posted
9000000849,F2,2026-06-23,4500000906,0000100167,972.01,USD,Posted
9000000850,F2,2025-09-17,4500000908,0000100159,429.62,USD,Posted
9000000851,F2,2026-03-12,4500000909,0000100074,1207.91,USD,Posted
9000000852,F2,2026-01-25,4500000910,0000100173,5793.23,USD,Posted
9000000853,F2,2026-03-11,4500000911,0000100133,3686.64,USD,Posted
9000000854,F2,2026-07-03,4500000912,0000100023,812.55,USD,Posted
9000000855,F2,2025-06-10,4500000913,0000100035,4213.24,USD,Posted
9000000856,F2,2025-09-15,4500000914,0000100164,2094.44,USD,Posted
9000000857,F2,2026-03-10,4500000915,0000100118,2651.32,USD,Posted
9000000858,S1,2026-03-16,4500000916,0000100009,837.95,USD,Cancelled
9000000859,F2,2026-05-14,4500000917,0000100026,2621.6,USD,Posted
9000000860,F2,2024-11-12,4500000918,0000100113,5257.17,USD,Posted
9000000861,F2,2026-01-26,4500000919,0000100003,1909.3,USD,Posted
9000000862,G2,2026-04-04,4500000920,0000100116,-423.47,USD,Posted
9000000863,F2,2025-12-20,4500000921,0000100078,2831.14,USD,Posted
9000000864,F2,2025-11-25,4500000922,0000100075,204.93,USD,Posted
9000000865,F2,2025-05-01,4500000923,0000100090,7208.36,USD,Posted
9000000866,F2,2025-06-02,4500000924,0000100164,271.83,USD,Posted
9000000867,F2,2025-03-03,4500000925,0000100015,2443.18,USD,Posted
9000000868,F2,2024-09-22,4500000926,0000100098,254.08,USD,Posted
9000000869,G2,2024-11-03,4500000927,0000100150,-32.88,USD,Posted
9000000870,F2,2024-11-06,4500000928,0000100085,821.04,USD,Posted
9000000871,F2,2025-10-12,4500000930,0000100152,1765.36,USD,Posted
9000000872,S1,2026-07-29,4500000931,0000100164,5629.6,USD,Cancelled
9000000873,F2,2026-01-17,4500000933,0000100024,913.08,USD,Posted
9000000874,F2,2026-03-04,4500000934,0000100140,7515.66,USD,Posted
9000000875,G2,2024-10-20,4500000935,0000100112,-493.51,USD,Posted
9000000876,F2,2024-11-25,4500000937,0000100020,172.72,USD,Posted
9000000877,F2,2024-11-18,4500000938,0000100173,536.08,USD,Posted
9000000878,F2,2025-03-27,4500000939,0000100178,1859.07,USD,Posted
9000000879,F2,2026-06-23,4500000940,0000100102,1995.17,USD,Posted
9000000880,F2,2026-03-28,4500000941,0000100107,2137.32,USD,Posted
9000000881,F2,2024-12-29,4500000942,0000100092,1151.84,USD,Posted
9000000882,F2,2025-04-11,4500000943,0000100053,1492.78,USD,Posted
9000000883,F2,2025-06-12,4500000944,0000100079,4059.95,USD,Posted
9000000884,F2,2025-02-26,4500000945,0000100037,1698.31,USD,Posted
9000000885,F2,2025-06-24,4500000947,0000100121,3918.36,USD,Posted
9000000886,F2,2026-04-12,4500000948,0000100151,2332.63,USD,Posted
9000000887,S1,2026-08-16,4500000949,0000100127,1763.48,USD,Cancelled
9000000888,F2,2025-02-11,4500000950,0000100115,540.48,USD,Posted
9000000889,F2,2026-01-24,4500000951,0000100030,223.1,USD,Posted
9000000890,F2,2025-02-06,4500000952,0000100094,676.08,USD,Posted
9000000891,F2,2026-08-30,4500000953,0000100011,857.47,USD,Posted
9000000892,F2,2026-05-30,4500000954,0000100128,1495.72,USD,Posted
9000000893,F2,2026-01-18,4500000955,0000100160,945.97,USD,Posted
9000000894,F2,2026-03-17,4500000956,0000100172,5111.59,USD,Posted
9000000895,F2,2025-05-18,4500000957,0000100171,127.86,USD,Posted
9000000896,F2,2024-10-23,4500000958,0000100000,321.6,USD,Posted
9000000897,F2,2026-01-07,4500000959,0000100026,906.02,USD,Posted
9000000898,F2,2024-09-30,4500000960,0000100151,837.96,USD,Posted
9000000899,F2,2026-07-10,4500000961,0000100123,1182.89,USD,Posted
9000000900,F2,2026-09-03,4500000962,0000100097,26793.2,USD,Posted
9000000901,F2,2026-04-23,4500000963,0000100029,492.89,USD,Posted
9000000902,F2,2025-02-12,4500000964,0000100147,939.69,USD,Posted
9000000903,F2,2024-11-23,4500000965,0000100085,7519.14,USD,Posted
9000000904,F2,2026-02-21,4500000966,0000100121,408.58,USD,Posted
9000000905,F2,2026-07-10,4500000967,0000100169,1269.05,USD,Posted
9000000906,F2,2026-02-08,4500000968,0000100083,283.17,USD,Posted
9000000907,F2,2025-09-01,4500000969,0000100136,726.77,USD,Posted
9000000908,F2,2025-05-03,4500000970,0000100066,2103.91,USD,Posted
9000000909,F2,2025-12-04,4500000971,0000100145,1692.0,USD,Posted
9000000910,F2,2025-05-29,4500000972,0000100113,1769.12,USD,Posted
9000000911,F2,2025-01-10,4500000973,0000100098,5677.25,USD,Posted
9000000912,F2,2025-08-27,4500000974,0000100184,1155.77,USD,Posted
9000000913,F2,2025-11-02,4500000975,0000100126,168.26,USD,Posted
9000000914,S1,2026-01-24,4500000976,0000100157,3352.36,USD,Cancelled
9000000915,F2,2026-02-06,4500000977,0000100156,1826.28,USD,Posted
9000000916,G2,2025-05-11,4500000978,0000100189,-763.15,USD,Posted
9000000917,F2,2025-08-31,4500000979,0000100071,28.98,USD,Posted
9000000918,F2,2026-03-21,4500000980,0000100140,162.46,USD,Posted
9000000919,F2,2026-07-25,4500000981,0000100090,1669.2,USD,Posted
9000000920,F2,2026-02-27,4500000982,0000100161,684.79,USD,Posted
9000000921,F2,2025-09-18,4500000983,0000100096,5412.55,USD,Posted
9000000922,F2,2024-10-04,4500000984,0000100017,1666.25,USD,Posted
9000000923,F2,2025-08-16,4500000985,0000100068,309.3,USD,Posted
9000000924,F2,2025-09-10,4500000986,0000100058,2971.55,USD,Posted
9000000925,F2,2025-10-24,4500000987,0000100157,792.73,USD,Posted
9000000926,F2,2025-10-20,4500000988,0000100126,5724.18,USD,Posted
9000000927,F2,2025-08-21,4500000989,0000100150,4213.21,USD,Posted
9000000928,F2,2025-07-20,4500000990,0000100003,369.8,USD,Posted
9000000929,F2,2025-05-08,4500000992,0000100014,4795.58,USD,Posted
9000000930,F2,2025-05-31,4500000994,0000100003,625.06,USD,Posted
9000000931,S1,2026-06-26,4500000995,0000100032,7.32,USD,Cancelled
9000000932,F2,2026-08-11,4500000996,0000100031,1153.68,USD,Posted
9000000933,F2,2024-12-01,4500000998,0000100022,2976.52,USD,Posted
9000000934,F2,2026-05-04,4500000999,0000100042,4715.0,USD,Posted
9000000935,F2,2026-06-02,4500001000,0000100024,2458.31,USD,Posted
9000000936,F2,2024-10-19,4500001001,0000100177,2006.29,USD,Posted
9000000937,F2,2026-03-07,4500001002,0000100113,674.25,USD,Posted
9000000938,F2,2026-03-22,4500001003,0000100163,2205.35,USD,Posted
9000000939,F2,2025-06-05,4500001004,0000100096,162.8,USD,Posted
9000000940,F2,2025-04-05,4500001005,0000100174,134.9,USD,Posted
9000000941,F2,2024-09-24,4500001006,0000100165,206.22,USD,Posted
9000000942,F2,2026-07-11,4500001007,0000100171,1561.45,USD,Posted
9000000943,F2,2025-06-07,4500001008,0000100056,1194.54,USD,Posted
9000000944,F2,2026-03-27,4500001009,0000100190,1257.51,USD,Posted
9000000945,S1,2025-01-29,4500001010,0000100140,5664.57,USD,Cancelled
9000000946,F2,2026-04-03,4500001011,0000100181,2612.75,USD,Posted
9000000947,F2,2025-04-14,4500001012,0000100141,372.06,USD,Posted
9000000948,F2,2025-11-02,4500001013,0000100162,607.2,USD,Posted
9000000949,F2,2025-03-21,4500001014,0000100180,5117.28,USD,Posted
9000000950,F2,2025-06-27,4500001015,0000100046,3282.58,USD,Posted
9000000951,F2,2025-12-26,4500001016,0000100154,1321.46,USD,Posted
9000000952,F2,2025-01-17,4500001017,0000100153,1124.3,USD,Posted
9000000953,F2,2025-04-30,4500001018,0000100186,4061.38,USD,Posted
9000000954,S1,2025-06-26,4500001019,0000100144,246.24,USD,Cancelled
9000000955,F2,2025-06-28,4500001020,0000100103,754.39,USD,Posted
9000000956,F2,2025-06-30,4500001021,0000100043,211.08,USD,Posted
9000000957,F2,2025-03-17,4500001022,0000100055,5779.12,USD,Posted
9000000958,F2,2024-12-15,4500001023,0000100102,5403.63,USD,Posted
9000000959,F2,2026-03-18,4500001024,0000100125,1019.81,USD,Posted
9000000960,F2,2025-09-13,4500001025,0000100091,325.8,USD,Posted
9000000961,S1,2026-05-05,4500001026,0000100082,2183.46,USD,Cancelled
9000000962,F2,2025-02-16,4500001027,0000100047,804.76,USD,Posted
9000000963,F2,2026-09-11,4500001028,0000100103,1434.12,USD,Posted
9000000964,G2,2024-11-15,4500001029,0000100134,-14.31,USD,Posted
9000000965,G2,2024-10-05,4500001030,0000100121,-50.13,USD,Posted
9000000966,F2,2026-08-21,4500001031,0000100096,1052.4,USD,Posted
9000000967,F2,2025-05-23,4500001032,0000100171,5178.13,USD,Posted
9000000968,F2,2025-09-23,4500001033,0000100188,16285.64,USD,Posted
9000000969,S1,2025-07-07,4500001034,0000100121,70.2,USD,Cancelled
9000000970,F2,2025-02-25,4500001035,0000100012,2840.19,USD,Posted
9000000971,F2,2026-08-04,4500001036,0000100010,718.58,USD,Posted
9000000972,F2,2026-08-01,4500001037,0000100172,287.08,USD,Posted
9000000973,F2,2025-09-14,4500001038,0000100054,8967.52,USD,Posted
9000000974,F2,2025-10-31,4500001039,0000100034,4360.16,USD,Posted
9000000975,S1,2025-06-27,4500001040,0000100019,7859.52,USD,Cancelled
9000000976,F2,2026-03-19,4500001041,0000100107,4735.2,USD,Posted
9000000977,F2,2025-12-02,4500001042,0000100196,1071.65,USD,Posted
9000000978,F2,2025-08-20,4500001043,0000100179,2098.2,USD,Posted
9000000979,F2,2024-11-14,4500001044,0000100178,691.15,USD,Posted
9000000980,F2,2026-06-11,4500001045,0000100157,230.32,USD,Posted
9000000981,F2,2026-01-13,4500001046,0000100027,1919.08,USD,Posted
9000000982,F2,2025-05-05,4500001047,0000100133,2770.72,USD,Posted
9000000983,F2,2026-03-10,4500001048,0000100073,169.5,USD,Posted
9000000984,F2,2025-11-16,4500001049,0000100079,575.28,USD,Posted
9000000985,F2,2024-11-17,4500001050,0000100078,3696.58,USD,Posted
9000000986,F2,2024-12-31,4500001051,0000100017,927.42,USD,Posted
9000000987,F2,2024-10-30,4500001052,0000100041,4119.89,USD,Posted
9000000988,F2,2026-01-19,4500001053,0000100192,5372.9,USD,Posted
9000000989,F2,2025-03-23,4500001054,0000100182,2470.47,USD,Posted
9000000990,F2,2026-04-28,4500001055,0000100003,3606.92,USD,Posted
9000000991,F2,2025-10-06,4500001057,0000100012,466.98,USD,Posted
9000000992,F2,2025-04-14,4500001059,0000100119,338.76,USD,Posted
9000000993,F2,2025-06-16,4500001060,0000100114,918.04,USD,Posted
9000000994,F2,2025-11-21,4500001061,0000100053,318.08,USD,Posted
9000000995,F2,2025-05-18,4500001062,0000100131,16.36,USD,Posted
9000000996,F2,2025-02-18,4500001063,0000100053,9165.67,USD,Posted
9000000997,F2,2025-08-03,4500001064,0000100182,3446.83,USD,Posted
9000000998,F2,2025-02-04,4500001065,0000100154,5180.28,USD,Posted
9000000999,F2,2025-12-26,4500001066,0000100073,1811.7,USD,Posted
9000001000,F2,2025-11-15,4500001067,0000100009,5509.3,USD,Posted
9000001001,F2,2024-11-11,4500001068,0000100027,1459.2,USD,Posted
9000001002,G2,2026-01-14,4500001069,0000100023,-508.53,USD,Posted
9000001003,F2,2026-02-26,4500001070,0000100105,7170.65,USD,Posted
9000001004,F2,2025-01-31,4500001071,0000100198,5206.01,USD,Posted
9000001005,F2,2025-12-20,4500001072,0000100031,2244.38,USD,Posted
9000001006,F2,2026-01-31,4500001073,0000100085,1532.99,USD,Posted
9000001007,F2,2026-03-19,4500001075,0000100163,1900.29,USD,Posted
9000001008,F2,2024-10-25,4500001076,0000100042,745.29,USD,Posted
9000001009,F2,2025-02-13,4500001077,0000100035,2127.36,USD,Posted
9000001010,G2,2025-05-09,4500001078,0000100030,-492.57,USD,Posted
9000001011,F2,2025-04-17,4500001079,0000100080,1060.8,USD,Posted
9000001012,F2,2026-06-07,4500001080,0000100047,3282.73,USD,Posted
9000001013,F2,2025-06-17,4500001081,0000100068,5149.25,USD,Posted
9000001014,S1,2025-11-16,4500001082,0000100097,834.35,USD,Cancelled
9000001015,F2,2025-02-04,4500001083,0000100192,1956.27,USD,Posted
9000001016,F2,2026-03-23,4500001084,0000100025,882.06,USD,Posted
9000001017,F2,2025-10-28,4500001085,0000100074,2425.9,USD,Posted
9000001018,F2,2025-09-18,4500001086,0000100104,3167.93,USD,Posted
9000001019,F2,2025-08-14,4500001088,0000100106,121.55,USD,Posted
9000001020,F2,2025-11-02,4500001089,0000100051,556.37,USD,Posted
9000001021,F2,2024-12-25,4500001090,0000100167,2345.04,USD,Posted
9000001022,F2,2026-02-02,4500001091,0000100137,7779.97,USD,Posted
9000001023,F2,2024-10-30,4500001092,0000100048,1313.36,USD,Posted
9000001024,F2,2025-03-20,4500001093,0000100098,2093.13,USD,Posted
9000001025,F2,2025-07-16,4500001094,0000100067,1466.28,USD,Posted
9000001026,F2,2024-11-22,4500001095,0000100085,2851.14,USD,Posted
9000001027,F2,2025-04-05,4500001096,0000100167,761.3,USD,Posted
9000001028,F2,2026-02-01,4500001098,0000100055,2378.02,USD,Posted
9000001029,F2,2025-06-22,4500001099,0000100103,384.39,USD,Posted
9000001030,F2,2026-04-29,4500001100,0000100133,3784.28,USD,Posted
9000001031,F2,2025-11-21,4500001101,0000100014,4205.43,USD,Posted
9000001032,F2,2026-03-16,4500001102,0000100160,1098.66,USD,Posted
9000001033,F2,2025-09-24,4500001103,0000100164,1287.69,USD,Posted
9000001034,F2,2026-04-15,4500001105,0000100038,2899.25,USD,Posted
9000001035,F2,2026-06-30,4500001106,0000100017,731.55,USD,Posted
9000001036,F2,2025-01-27,4500001107,0000100009,2790.05,USD,Posted
9000001037,F2,2024-10-22,4500001108,0000100028,564.05,USD,Posted
9000001038,F2,2026-07-29,4500001109,0000100037,601.44,USD,Posted
9000001039,F2,2025-11-11,4500001111,0000100007,462.07,USD,Posted
9000001040,F2,2025-08-13,4500001112,0000100036,4760.28,USD,Posted
9000001041,F2,2025-07-29,4500001113,0000100100,2772.46,USD,Posted
9000001042,S1,2025-10-06,4500001114,0000100121,1080.44,USD,Cancelled
9000001043,G2,2026-01-12,4500001115,0000100042,-107.57,USD,Posted
9000001044,F2,2026-01-09,4500001116,0000100000,312.64,USD,Posted
9000001045,F2,2026-01-19,4500001117,0000100178,1148.55,USD,Posted
9000001046,F2,2026-06-28,4500001118,0000100090,12564.72,USD,Posted
9000001047,F2,2025-10-11,4500001119,0000100024,5737.95,USD,Posted
9000001048,F2,2026-06-17,4500001120,0000100114,869.0,USD,Posted
9000001049,F2,2024-12-19,4500001121,0000100084,5175.43,USD,Posted
9000001050,F2,2024-12-09,4500001122,0000100083,2625.5,USD,Posted
9000001051,F2,2024-10-24,4500001123,0000100162,2210.75,USD,Posted
9000001052,S1,2025-11-01,4500001124,0000100034,59.77,USD,Cancelled
9000001053,F2,2025-01-19,4500001126,0000100171,1582.14,USD,Posted
9000001054,F2,2026-02-23,4500001128,0000100131,1123.45,USD,Posted
9000001055,F2,2026-01-02,4500001129,0000100128,3323.54,USD,Posted
9000001056,F2,2025-01-18,4500001130,0000100021,895.85,USD,Posted
9000001057,F2,2024-09-28,4500001131,0000100067,263.12,USD,Posted
9000001058,F2,2024-11-29,4500001132,0000100172,2827.6,USD,Posted
9000001059,F2,2026-04-10,4500001133,0000100010,1302.65,USD,Posted
9000001060,F2,2025-01-30,4500001134,0000100152,786.0,USD,Posted
9000001061,F2,2025-03-01,4500001135,0000100062,240.65,USD,Posted
9000001062,F2,2026-03-08,4500001136,0000100188,3362.22,USD,Posted
9000001063,F2,2025-08-07,4500001137,0000100133,1685.68,USD,Posted
9000001064,F2,2025-05-30,4500001138,0000100186,400.1,USD,Posted
9000001065,G2,2026-03-10,4500001139,0000100092,-401.93,USD,Posted
9000001066,F2,2025-06-11,4500001140,0000100025,36.4,USD,Posted
9000001067,G2,2026-08-04,4500001141,0000100175,-226.14,USD,Posted
9000001068,F2,2024-12-14,4500001142,0000100130,25638.01,USD,Posted
9000001069,F2,2025-11-28,4500001143,0000100010,3289.67,USD,Posted
9000001070,F2,2025-07-20,4500001144,0000100199,228.84,USD,Posted
9000001071,G2,2025-04-28,4500001145,0000100199,-12.35,USD,Posted
9000001072,F2,2024-09-28,4500001146,0000100193,551.79,USD,Posted
9000001073,F2,2025-02-21,4500001147,0000100141,3595.12,USD,Posted
9000001074,F2,2026-02-11,4500001149,0000100104,3025.65,USD,Posted
9000001075,F2,2025-03-20,4500001150,0000100124,390.32,USD,Posted
9000001076,F2,2025-07-07,4500001151,0000100122,1659.5,USD,Posted
9000001077,S1,2025-10-09,4500001152,0000100092,172.9,USD,Cancelled
9000001078,F2,2025-07-20,4500001154,0000100037,1580.54,USD,Posted
9000001079,F2,2025-03-30,4500001155,0000100099,2031.9,USD,Posted
9000001080,F2,2025-08-08,4500001156,0000100157,1493.98,USD,Posted
9000001081,F2,2024-09-25,4500001157,0000100140,5275.76,USD,Posted
9000001082,F2,2026-02-22,4500001158,0000100105,2262.93,USD,Posted
9000001083,S1,2025-11-24,4500001159,0000100182,3066.16,USD,Cancelled
9000001084,F2,2026-02-03,4500001160,0000100022,2481.14,USD,Posted
9000001085,F2,2025-11-30,4500001161,0000100012,8162.68,USD,Posted
9000001086,F2,2026-01-21,4500001162,0000100115,3710.26,USD,Posted
9000001087,F2,2026-07-08,4500001163,0000100161,9430.6,USD,Posted
9000001088,F2,2025-12-20,4500001164,0000100029,5944.29,USD,Posted
9000001089,F2,2025-07-16,4500001165,0000100184,923.06,USD,Posted
9000001090,F2,2026-01-23,4500001166,0000100080,951.52,USD,Posted
9000001091,F2,2025-03-04,4500001167,0000100158,907.0,USD,Posted
9000001092,G2,2026-01-24,4500001168,0000100072,-59.13,USD,Posted
9000001093,F2,2026-03-18,4500001169,0000100050,4873.04,USD,Posted
9000001094,F2,2025-07-15,4500001170,0000100041,3145.08,USD,Posted
9000001095,F2,2026-05-19,4500001171,0000100033,3612.21,USD,Posted
9000001096,F2,2026-02-16,4500001172,0000100091,3525.38,USD,Posted
9000001097,F2,2026-04-02,4500001173,0000100028,899.3,USD,Posted
9000001098,F2,2025-08-29,4500001175,0000100115,3096.0,USD,Posted
9000001099,F2,2024-11-04,4500001176,0000100081,2325.14,USD,Posted
9000001100,F2,2025-07-12,4500001177,0000100068,6412.0,USD,Posted
9000001101,F2,2025-08-31,4500001178,0000100003,568.0,USD,Posted
9000001102,S1,2026-05-10,4500001179,0000100187,1754.57,USD,Cancelled
9000001103,F2,2024-12-01,4500001180,0000100189,564.78,USD,Posted
9000001104,S1,2025-11-19,4500001182,0000100136,6561.48,USD,Cancelled
9000001105,F2,2025-07-30,4500001183,0000100025,2687.22,USD,Posted
9000001106,F2,2025-11-22,4500001184,0000100161,6201.87,USD,Posted
9000001107,F2,2025-10-25,4500001185,0000100001,3306.96,USD,Posted
9000001108,F2,2025-10-23,4500001186,0000100158,3647.97,USD,Posted
9000001109,F2,2025-08-16,4500001187,0000100123,1769.55,USD,Posted
9000001110,F2,2026-04-06,4500001188,0000100055,2990.5,USD,Posted
9000001111,F2,2026-06-25,4500001189,0000100139,1467.88,USD,Posted
9000001112,F2,2025-08-23,4500001190,0000100066,4000.58,USD,Posted
9000001113,F2,2025-04-24,4500001191,0000100167,1210.95,USD,Posted
9000001114,F2,2026-08-13,4500001192,0000100140,536.64,USD,Posted
9000001115,F2,2025-07-04,4500001193,0000100035,1758.08,USD,Posted
9000001116,F2,2025-05-23,4500001194,0000100022,4316.4,USD,Posted
9000001117,F2,2026-06-30,4500001195,0000100174,6515.2,USD,Posted
9000001118,S1,2025-02-04,4500001196,0000100170,452.01,USD,Cancelled
9000001119,F2,2025-04-24,4500001197,0000100107,250.39,USD,Posted
9000001120,F2,2025-12-02,4500001198,0000100113,2379.21,USD,Posted
9000001121,F2,2026-05-14,4500001199,0000100079,11256.47,USD,Posted
9000001122,F2,2025-01-08,4500001200,0000100022,714.76,USD,Posted
9000001123,F2,2025-12-20,4500001201,0000100181,68.96,USD,Posted
9000001124,F2,2024-10-08,4500001202,0000100188,5381.72,USD,Posted
9000001125,F2,2025-01-11,4500001203,0000100095,1237.25,USD,Posted
9000001126,F2,2025-11-20,4500001204,0000100186,3319.84,USD,Posted
9000001127,G2,2025-06-08,4500001205,0000100172,-34.25,USD,Posted
9000001128,F2,2026-05-15,4500001206,0000100071,4665.8,USD,Posted
9000001129,F2,2025-05-17,4500001207,0000100125,394.56,USD,Posted
9000001130,F2,2026-08-03,4500001208,0000100072,33.52,USD,Posted
9000001131,F2,2025-03-16,4500001209,0000100095,5650.25,USD,Posted
9000001132,F2,2025-07-21,4500001210,0000100183,2701.38,USD,Posted
9000001133,F2,2026-04-12,4500001211,0000100180,623.22,USD,Posted
9000001134,G2,2026-06-05,4500001212,0000100182,-917.52,USD,Posted
9000001135,F2,2025-04-15,4500001213,0000100063,1595.68,USD,Posted
9000001136,F2,2026-02-09,4500001214,0000100106,607.67,USD,Posted
