BELNR,BUKRS,GJAHR,BUDAT,BUZEI,HKONT,SHKZG,DMBTR,REF_BILLING
5000000694,US10,2025,2025-10-09,002,0800000000,H,5270.72,9000000694
5000000695,US10,2026,2026-03-19,001,0140000000,S,2474.49,9000000695
5000000695,US10,2026,2026-03-19,002,0800000000,H,2474.49,9000000695
5000000696,US10,2026,2026-07-31,001,0140000000,S,1775.63,9000000696
5000000696,US10,2026,2026-07-31,002,0800000000,H,1775.63,9000000696
5000000697,US10,2026,2026-05-25,001,0140000000,S,9456.54,9000000697
5000000697,US10,2026,2026-05-25,002,0800000000,H,9456.54,9000000697
5000000698,DE20,2026,2026-02-19,001,0140000000,S,271.14,9000000698
5000000698,DE20,2026,2026-02-19,002,0800000000,H,271.14,9000000698
5000000699,US10,2026,2026-08-18,001,0140000000,S,1206.9,9000000699
5000000699,US10,2026,2026-08-18,002,0800000000,H,1206.9,9000000699
5000000700,US10,2026,2026-08-08,001,0140000000,S,1186.59,9000000700
5000000700,US10,2026,2026-08-08,002,0800000000,H,1186.59,9000000700
5000000701,US10,2025,2025-12-16,001,0140000000,S,2973.43,9000000701
5000000701,US10,2025,2025-12-16,002,0800000000,H,2973.43,9000000701
5000000702,US10,2026,2026-02-07,001,0140000000,S,4561.9,9000000702
5000000702,US10,2026,2026-02-07,002,0800000000,H,4561.9,9000000702
5000000703,US10,2026,2026-05-20,001,0140000000,S,7124.32,9000000703
5000000703,US10,2026,2026-05-20,002,0800000000,H,7124.32,9000000703
5000000704,US10,2026,2026-06-13,001,0140000000,S,554.73,9000000704
5000000704,US10,2026,2026-06-13,002,0800000000,H,554.73,9000000704
5000000705,IN30,2025,2025-10-09,001,0140000000,S,1944.18,9000000705
5000000705,IN30,2025,2025-10-09,002,0800000000,H,1944.18,9000000705
5000000706,DE20,2025,2025-11-04,001,0140000000,S,184.32,9000000706
5000000706,DE20,2025,2025-11-04,002,0800000000,H,184.32,9000000706
5000000707,IN30,2026,2026-08-21,001,0140000000,S,83.07,9000000707
5000000707,IN30,2026,2026-08-21,002,0800000000,H,83.07,9000000707
5000000708,US10,2025,2025-04-17,001,0140000000,S,717.72,9000000708
5000000708,US10,2025,2025-04-17,002,0800000000,H,717.72,9000000708
5000000709,US10,2025,2025-05-22,001,0140000000,S,494.72,9000000709
5000000709,US10,2025,2025-05-22,002,0800000000,H,494.72,9000000709
5000000710,US10,2025,2025-09-30,001,0140000000,S,8487.55,9000000710
5000000710,US10,2025,2025-09-30,002,0800000000,H,8487.55,9000000710
5000000711,DE20,2025,2025-11-28,001,0140000000,S,3373.17,9000000711
5000000711,DE20,2025,2025-11-28,002,0800000000,H,3373.17,9000000711
5000000712,DE20,2025,2025-06-22,001,0140000000,S,1461.0,9000000712
5000000712,DE20,2025,2025-06-22,002,0800000000,H,1461.0,9000000712
5000000713,IN30,2024,2024-09-20,001,0140000000,S,5752.82,9000000713
5000000713,IN30,2024,2024-09-20,002,0800000000,H,5752.82,9000000713
5000000714,DE20,2025,2025-11-16,001,0140000000,H,264.02,9000000714
5000000714,DE20,2025,2025-11-16,002,0801000000,S,264.02,9000000714
5000000715,US10,2026,2026-04-23,001,0140000000,S,3446.96,9000000715
5000000715,US10,2026,2026-04-23,002,0800000000,H,3446.96,9000000715
5000000716,US10,2025,2025-08-03,001,0140000000,S,1612.9,9000000716
5000000716,US10,2025,2025-08-03,002,0800000000,H,1612.9,9000000716
5000000717,US10,2024,2024-12-18,001,0140000000,S,3567.66,9000000717
5000000717,US10,2024,2024-12-18,002,0800000000,H,3567.66,9000000717
5000000718,US10,2024,2024-10-24,001,0140000000,S,4663.04,9000000718
5000000718,US10,2024,2024-10-24,002,0800000000,H,4663.04,9000000718
5000000719,US10,2026,2026-06-10,001,0140000000,S,1771.75,9000000719
5000000719,US10,2026,2026-06-10,002,0800000000,H,1771.75,9000000719
5000000720,US10,2025,2025-12-16,001,0140000000,S,923.5,9000000720
5000000720,US10,2025,2025-12-16,002,0800000000,H,923.5,9000000720
5000000721,DE20,2026,2026-04-22,001,0140000000,S,1057.98,9000000721
5000000721,DE20,2026,2026-04-22,002,0800000000,H,1057.98,9000000721
5000000722,US10,2026,2026-05-12,001,0140000000,S,10756.52,9000000722
5000000722,US10,2026,2026-05-12,002,0800000000,H,10756.52,9000000722
5000000723,US10,2024,2024-10-04,001,0140000000,S,2153.65,9000000723
5000000723,US10,2024,2024-10-04,002,0800000000,H,2153.65,9000000723
5000000724,DE20,2025,2025-10-22,001,0140000000,S,116.48,9000000724
5000000724,DE20,2025,2025-10-22,002,0800000000,H,116.48,9000000724
5000000725,US10,2025,2025-01-09,001,0140000000,S,2267.01,9000000725
5000000725,US10,2025,2025-01-09,002,0800000000,H,2267.01,9000000725
5000000726,US10,2025,2025-04-14,001,0140000000,S,580.73,9000000726
5000000726,US10,2025,2025-04-14,002,0800000000,H,580.73,9000000726
5000000727,US10,2025,2025-01-30,001,0140000000,S,4956.96,9000000727
5000000727,US10,2025,2025-01-30,002,0800000000,H,4956.96,9000000727
5000000728,US10,2025,2025-09-29,001,0140000000,S,888.14,9000000728
5000000728,US10,2025,2025-09-29,002,0800000000,H,888.14,9000000728
5000000729,US10,2024,2024-11-15,001,0140000000,S,3621.24,9000000729
5000000729,US10,2024,2024-11-15,002,0800000000,H,3621.24,9000000729
5000000730,IN30,2026,2026-04-26,001,0140000000,S,3371.84,9000000730
5000000730,IN30,2026,2026-04-26,002,0800000000,H,3371.84,9000000730
5000000731,US10,2026,2026-05-25,001,0140000000,S,2093.04,9000000731
5000000731,US10,2026,2026-05-25,002,0800000000,H,2093.04,9000000731
5000000732,DE20,2025,2025-10-18,001,0140000000,H,134.9,9000000732
5000000732,DE20,2025,2025-10-18,002,0801000000,S,134.9,9000000732
5000000733,US10,2026,2026-06-27,001,0140000000,S,672.07,9000000733
5000000733,US10,2026,2026-06-27,002,0800000000,H,672.07,9000000733
5000000734,US10,2025,2025-10-13,001,0140000000,S,343.33,9000000734
5000000734,US10,2025,2025-10-13,002,0800000000,H,343.33,9000000734
5000000735,US10,2025,2025-01-12,001,0140000000,S,3532.05,9000000735
5000000735,US10,2025,2025-01-12,002,0800000000,H,3532.05,9000000735
5000000736,US10,2026,2026-04-27,001,0140000000,S,429.18,9000000736
5000000736,US10,2026,2026-04-27,002,0800000000,H,429.18,9000000736
5000000737,DE20,2025,2025-10-22,001,0140000000,S,4609.46,9000000737
5000000737,DE20,2025,2025-10-22,002,0800000000,H,4609.46,9000000737
5000000738,US10,2025,2025-06-20,001,0140000000,S,3680.52,9000000738
5000000738,US10,2025,2025-06-20,002,0800000000,H,3680.52,9000000738
5000000739,US10,2024,2024-11-23,001,0140000000,S,4483.69,9000000739
5000000739,US10,2024,2024-11-23,002,0800000000,H,4483.69,9000000739
5000000740,US10,2026,2026-05-21,001,0140000000,S,557.92,9000000740
5000000740,US10,2026,2026-05-21,002,0800000000,H,557.92,9000000740
5000000741,DE20,2025,2025-04-06,001,0140000000,S,241.83,9000000741
5000000741,DE20,2025,2025-04-06,002,0800000000,H,241.83,9000000741
5000000742,US10,2026,2026-08-28,001,0140000000,S,2329.2,9000000742
5000000742,US10,2026,2026-08-28,002,0800000000,H,2329.2,9000000742
5000000743,US10,2025,2025-03-04,001,0140000000,S,1211.86,9000000743
5000000743,US10,2025,2025-03-04,002,0800000000,H,1211.86,9000000743
5000000744,US10,2025,2025-04-04,001,0140000000,S,3535.11,9000000744
5000000744,US10,2025,2025-04-04,002,0800000000,H,3535.11,9000000744
5000000745,DE20,2025,2025-12-25,001,0140000000,S,1280.84,9000000745
5000000745,DE20,2025,2025-12-25,002,0800000000,H,1280.84,9000000745
5000000746,IN30,2026,2026-02-13,001,0140000000,S,53.44,9000000746
5000000746,IN30,2026,2026-02-13,002,0800000000,H,53.44,9000000746
5000000747,DE20,2026,2026-07-30,001,0140000000,S,2868.04,9000000747
5000000747,DE20,2026,2026-07-30,002,0800000000,H,2868.04,9000000747
5000000748,DE20,2025,2025-04-20,001,0140000000,S,11564.9,9000000748
5000000748,DE20,2025,2025-04-20,002,0800000000,H,11564.9,9000000748
5000000749,US10,2024,2024-12-02,001,0140000000,S,1941.35,9000000749
5000000749,US10,2024,2024-12-02,002,0800000000,H,1941.35,9000000749
5000000750,US10,2026,2026-05-12,001,0140000000,S,33.5,9000000750
5000000750,US10,2026,2026-05-12,002,0800000000,H,33.5,9000000750
5000000751,US10,2025,2025-06-03,001,0140000000,S,7159.66,9000000751
5000000751,US10,2025,2025-06-03,002,0800000000,H,7159.66,9000000751
5000000752,IN30,2024,2024-12-05,001,0140000000,S,1083.6,9000000752
5000000752,IN30,2024,2024-12-05,002,0800000000,H,1083.6,9000000752
5000000753,US10,2025,2025-04-26,001,0140000000,S,334.97,9000000753
5000000753,US10,2025,2025-04-26,002,0800000000,H,334.97,9000000753
5000000754,DE20,2025,2025-05-27,001,0140000000,H,56.43,9000000754
5000000754,DE20,2025,2025-05-27,002,0801000000,S,56.43,9000000754
5000000755,US10,2026,2026-05-23,001,0140000000,S,1247.36,9000000755
5000000755,US10,2026,2026-05-23,002,0800000000,H,1247.36,9000000755
5000000756,US10,2025,2025-11-04,001,0140000000,S,2143.94,9000000756
5000000756,US10,2025,2025-11-04,002,0800000000,H,2143.94,9000000756
5000000757,US10,2025,2025-08-10,001,0140000000,S,515.97,9000000757
5000000757,US10,2025,2025-08-10,002,0800000000,H,515.97,9000000757
5000000758,DE20,2025,2025-10-16,001,0140000000,S,3149.96,9000000758
5000000758,DE20,2025,2025-10-16,002,0800000000,H,3149.96,9000000758
5000000759,US10,2025,2025-05-23,001,0140000000,S,1527.93,9000000759
5000000759,US10,2025,2025-05-23,002,0800000000,H,1527.93,9000000759
5000000760,US10,2026,2026-04-28,001,0140000000,S,109.55,9000000760
5000000760,US10,2026,2026-04-28,002,0800000000,H,109.55,9000000760
5000000761,DE20,2025,2025-01-11,001,0140000000,S,2748.38,9000000761
5000000761,DE20,2025,2025-01-11,002,0800000000,H,2748.38,9000000761
5000000762,US10,2025,2025-04-14,001,0140000000,S,1711.29,9000000762
5000000762,US10,2025,2025-04-14,002,0800000000,H,1711.29,9000000762
5000000763,US10,2026,2026-03-25,001,0140000000,S,1694.4,9000000763
5000000763,US10,2026,2026-03-25,002,0800000000,H,1694.4,9000000763
5000000764,US10,2026,2026-09-08,001,0140000000,S,297.36,9000000764
5000000764,US10,2026,2026-09-08,002,0800000000,H,297.36,9000000764
5000000765,US10,2025,2025-05-17,001,0140000000,S,66.6,9000000765
5000000765,US10,2025,2025-05-17,002,0800000000,H,66.6,9000000765
5000000766,DE20,2026,2026-01-31,001,0140000000,S,74.74,9000000766
5000000766,DE20,2026,2026-01-31,002,0800000000,H,74.74,9000000766
5000000767,US10,2026,2026-08-23,001,0140000000,S,4487.49,9000000767
5000000767,US10,2026,2026-08-23,002,0800000000,H,4487.49,9000000767
5000000768,IN30,2024,2024-10-07,001,0140000000,S,9274.03,9000000768
5000000768,IN30,2024,2024-10-07,002,0800000000,H,9274.03,9000000768
5000000769,DE20,2025,2025-02-09,001,0140000000,S,232.94,9000000769
5000000769,DE20,2025,2025-02-09,002,0800000000,H,232.94,9000000769
5000000770,US10,2024,2024-12-23,001,0140000000,S,213.9,9000000770
5000000770,US10,2024,2024-12-23,002,0800000000,H,213.9,9000000770
5000000771,US10,2026,2026-05-22,001,0140000000,S,328.5,9000000771
5000000771,US10,2026,2026-05-22,002,0800000000,H,328.5,9000000771
5000000772,US10,2025,2025-05-21,001,0140000000,S,1410.38,9000000772
5000000772,US10,2025,2025-05-21,002,0800000000,H,1410.38,9000000772
5000000773,US10,2026,2026-05-11,001,0140000000,S,6739.91,9000000773
5000000773,US10,2026,2026-05-11,002,0800000000,H,6739.91,9000000773
5000000774,US10,2024,2024-09-25,001,0140000000,S,7355.71,9000000774
5000000774,US10,2024,2024-09-25,002,0800000000,H,7355.71,9000000774
5000000775,DE20,2024,2024-11-22,001,0140000000,S,1660.0,9000000775
5000000775,DE20,2024,2024-11-22,002,0800000000,H,1660.0,9000000775
5000000776,US10,2026,2026-05-19,001,0140000000,S,1111.13,9000000776
5000000776,US10,2026,2026-05-19,002,0800000000,H,1111.13,9000000776
5000000777,US10,2025,2025-12-05,001,0140000000,S,3591.26,9000000777
5000000777,US10,2025,2025-12-05,002,0800000000,H,3591.26,9000000777
5000000778,US10,2026,2026-02-11,001,0140000000,S,371.18,9000000778
5000000778,US10,2026,2026-02-11,002,0800000000,H,371.18,9000000778
5000000779,US10,2026,2026-06-20,001,0140000000,S,4271.42,9000000779
5000000779,US10,2026,2026-06-20,002,0800000000,H,4271.42,9000000779
5000000780,DE20,2025,2025-08-06,001,0140000000,S,3505.0,9000000780
5000000780,DE20,2025,2025-08-06,002,0800000000,H,3505.0,9000000780
5000000781,DE20,2025,2025-09-05,001,0140000000,S,453.71,9000000781
5000000781,DE20,2025,2025-09-05,002,0800000000,H,453.71,9000000781
5000000782,US10,2025,2025-02-04,001,0140000000,S,4149.33,9000000782
5000000782,US10,2025,2025-02-04,002,0800000000,H,4149.33,9000000782
5000000783,DE20,2025,2025-04-08,001,0140000000,H,11.42,9000000783
5000000783,DE20,2025,2025-04-08,002,0801000000,S,11.42,9000000783
5000000784,DE20,2026,2026-05-17,001,0140000000,S,1762.13,9000000784
5000000784,DE20,2026,2026-05-17,002,0800000000,H,1762.13,9000000784
5000000785,US10,2025,2025-03-22,001,0140000000,S,2405.15,9000000785
5000000785,US10,2025,2025-03-22,002,0800000000,H,2405.15,9000000785
5000000786,US10,2026,2026-03-28,001,0140000000,S,2825.23,9000000786
5000000786,US10,2026,2026-03-28,002,0800000000,H,2825.23,9000000786
5000000787,US10,2024,2024-11-15,001,0140000000,S,2148.0,9000000787
5000000787,US10,2024,2024-11-15,002,0800000000,H,2148.0,9000000787
5000000788,US10,2025,2025-02-14,001,0140000000,H,1103.87,9000000788
5000000788,US10,2025,2025-02-14,002,0801000000,S,1103.87,9000000788
5000000789,US10,2025,2025-08-02,001,0140000000,S,2652.92,9000000789
5000000789,US10,2025,2025-08-02,002,0800000000,H,2652.92,9000000789
5000000790,US10,2025,2025-10-04,001,0140000000,S,27823.25,9000000790
5000000790,US10,2025,2025-10-04,002,0800000000,H,27823.25,9000000790
5000000791,US10,2025,2025-04-11,001,0140000000,S,5726.63,9000000791
5000000791,US10,2025,2025-04-11,002,0800000000,H,5726.63,9000000791
5000000792,US10,2024,2024-11-12,001,0140000000,S,156.5,9000000792
5000000792,US10,2024,2024-11-12,002,0800000000,H,156.5,9000000792
5000000793,DE20,2024,2024-11-15,001,0140000000,S,2785.48,9000000793
5000000793,DE20,2024,2024-11-15,002,0800000000,H,2785.48,9000000793
5000000794,DE20,2026,2026-05-23,001,0140000000,S,2822.8,9000000794
5000000794,DE20,2026,2026-05-23,002,0800000000,H,2822.8,9000000794
5000000795,DE20,2025,2025-04-26,001,0140000000,S,5185.21,9000000795
5000000795,DE20,2025,2025-04-26,002,0800000000,H,5185.21,9000000795
5000000796,US10,2025,2025-05-27,001,0140000000,S,886.56,9000000796
5000000796,US10,2025,2025-05-27,002,0800000000,H,886.56,9000000796
5000000797,US10,2026,2026-03-30,001,0140000000,S,3890.44,9000000797
5000000797,US10,2026,2026-03-30,002,0800000000,H,3890.44,9000000797
5000000798,US10,2026,2026-02-01,001,0140000000,S,2860.75,9000000798
5000000798,US10,2026,2026-02-01,002,0800000000,H,2860.75,9000000798
5000000799,IN30,2025,2025-08-09,001,0140000000,S,655.69,9000000799
5000000799,IN30,2025,2025-08-09,002,0800000000,H,655.69,9000000799
5000000800,US10,2025,2025-03-17,001,0140000000,S,2225.07,9000000800
5000000800,US10,2025,2025-03-17,002,0800000000,H,2225.07,9000000800
5000000801,US10,2025,2025-08-15,001,0140000000,S,3689.85,9000000801
5000000801,US10,2025,2025-08-15,002,0800000000,H,3689.85,9000000801
5000000802,US10,2026,2026-05-27,001,0140000000,S,370.76,9000000802
5000000802,US10,2026,2026-05-27,002,0800000000,H,370.76,9000000802
5000000803,US10,2025,2025-12-07,001,0140000000,S,1468.49,9000000803
5000000803,US10,2025,2025-12-07,002,0800000000,H,1468.49,9000000803
5000000804,DE20,2025,2025-03-29,001,0140000000,S,5762.92,9000000804
5000000804,DE20,2025,2025-03-29,002,0800000000,H,5762.92,9000000804
5000000805,DE20,2025,2025-05-15,001,0140000000,S,2391.5,9000000805
5000000805,DE20,2025,2025-05-15,002,0800000000,H,2391.5,9000000805
5000000807,DE20,2026,2026-07-05,001,0140000000,S,14859.82,9000000807
5000000807,DE20,2026,2026-07-05,002,0800000000,H,14859.82,9000000807
5000000808,US10,2025,2025-05-01,001,0140000000,S,518.41,9000000808
5000000808,US10,2025,2025-05-01,002,0800000000,H,518.41,9000000808
5000000809,US10,2025,2025-07-26,001,0140000000,S,115.56,9000000809
5000000809,US10,2025,2025-07-26,002,0800000000,H,115.56,9000000809
5000000810,DE20,2025,2025-03-11,001,0140000000,S,3122.86,9000000810
5000000810,DE20,2025,2025-03-11,002,0800000000,H,3122.86,9000000810
5000000811,US10,2025,2025-11-03,001,0140000000,S,1161.92,9000000811
5000000811,US10,2025,2025-11-03,002,0800000000,H,1161.92,9000000811
5000000812,US10,2025,2025-10-12,001,0140000000,S,4253.78,9000000812
5000000812,US10,2025,2025-10-12,002,0800000000,H,4253.78,9000000812
5000000813,IN30,2026,2026-03-27,001,0140000000,S,4764.9,9000000813
5000000813,IN30,2026,2026-03-27,002,0800000000,H,4764.9,9000000813
5000000814,US10,2026,2026-06-24,001,0140000000,S,17034.08,9000000814
5000000814,US10,2026,2026-06-24,002,0800000000,H,17034.08,9000000814
5000000815,US10,2025,2025-09-24,001,0140000000,S,772.46,9000000815
5000000815,US10,2025,2025-09-24,002,0800000000,H,772.46,9000000815
5000000816,US10,2024,2024-11-27,001,0140000000,S,1351.26,9000000816
5000000816,US10,2024,2024-11-27,002,0800000000,H,1351.26,9000000816
5000000817,US10,2026,2026-04-23,001,0140000000,S,4343.46,9000000817
5000000817,US10,2026,2026-04-23,002,0800000000,H,4343.46,9000000817
5000000818,US10,2024,2024-10-24,001,0140000000,S,413.07,9000000818
5000000818,US10,2024,2024-10-24,002,0800000000,H,413.07,9000000818
5000000819,US10,2024,2024-11-30,001,0140000000,S,3635.38,9000000819
5000000819,US10,2024,2024-11-30,002,0800000000,H,3635.38,9000000819
5000000820,US10,2026,2026-01-17,001,0140000000,S,253.92,9000000820
5000000820,US10,2026,2026-01-17,002,0800000000,H,253.92,9000000820
5000000821,US10,2026,2026-04-23,001,0140000000,S,748.75,9000000821
5000000821,US10,2026,2026-04-23,002,0800000000,H,748.75,9000000821
5000000822,US10,2025,2025-03-28,001,0140000000,S,4641.98,9000000822
5000000822,US10,2025,2025-03-28,002,0800000000,H,4641.98,9000000822
5000000823,DE20,2026,2026-03-12,001,0140000000,S,641.98,9000000823
5000000823,DE20,2026,2026-03-12,002,0800000000,H,641.98,9000000823
5000000824,US10,2025,2025-08-09,001,0140000000,S,2770.94,9000000824
5000000824,US10,2025,2025-08-09,002,0800000000,H,2770.94,9000000824
5000000825,DE20,2024,2024-10-01,001,0140000000,S,1254.56,9000000825
5000000825,DE20,2024,2024-10-01,002,0800000000,H,1254.56,9000000825
5000000826,DE20,2025,2025-06-11,001,0140000000,S,1089.17,9000000826
5000000826,DE20,2025,2025-06-11,002,0800000000,H,1089.17,9000000826
5000000827,IN30,2025,2025-07-20,001,0140000000,S,1285.06,9000000827
5000000827,IN30,2025,2025-07-20,002,0800000000,H,1285.06,9000000827
5000000829,US10,2026,2026-05-03,001,0140000000,S,412.88,9000000829
5000000829,US10,2026,2026-05-03,002,0800000000,H,412.88,9000000829
5000000830,US10,2025,2025-03-18,001,0140000000,S,1506.18,9000000830
5000000830,US10,2025,2025-03-18,002,0800000000,H,1506.18,9000000830
5000000831,US10,2025,2025-02-19,001,0140000000,S,220.32,9000000831
5000000831,US10,2025,2025-02-19,002,0800000000,H,220.32,9000000831
5000000832,US10,2026,2026-04-17,001,0140000000,S,653.72,9000000832
5000000832,US10,2026,2026-04-17,002,0800000000,H,653.72,9000000832
5000000833,IN30,2025,2025-06-23,001,0140000000,S,2223.64,9000000833
5000000833,IN30,2025,2025-06-23,002,0800000000,H,2223.64,9000000833
5000000834,US10,2025,2025-12-17,001,0140000000,S,6747.29,9000000834
5000000834,US10,2025,2025-12-17,002,0800000000,H,6747.29,9000000834
5000000835,US10,2025,2025-09-30,001,0140000000,S,3175.52,9000000835
5000000835,US10,2025,2025-09-30,002,0800000000,H,3175.52,9000000835
5000000836,US10,2025,2025-09-12,001,0140000000,S,5474.9,9000000836
5000000836,US10,2025,2025-09-12,002,0800000000,H,5474.9,9000000836
5000000837,DE20,2025,2025-12-07,001,0140000000,S,307.28,9000000837
5000000837,DE20,2025,2025-12-07,002,0800000000,H,307.28,9000000837
5000000838,DE20,2025,2025-09-06,001,0140000000,H,642.16,9000000838
5000000838,DE20,2025,2025-09-06,002,0801000000,S,642.16,9000000838
5000000839,US10,2024,2024-11-10,001,0140000000,S,4685.4,9000000839
5000000839,US10,2024,2024-11-10,002,0800000000,H,4685.4,9000000839
5000000840,DE20,2025,2025-09-16,001,0140000000,S,1318.22,9000000840
5000000840,DE20,2025,2025-09-16,002,0800000000,H,1318.22,9000000840
5000000841,DE20,2025,2025-10-15,001,0140000000,S,139.36,9000000841
5000000841,DE20,2025,2025-10-15,002,0800000000,H,139.36,9000000841
5000000842,US10,2024,2024-09-26,001,0140000000,S,3900.01,9000000842
5000000842,US10,2024,2024-09-26,002,0800000000,H,3900.01,9000000842
5000000843,DE20,2024,2024-09-16,001,0140000000,S,2338.98,9000000843
5000000843,DE20,2024,2024-09-16,002,0800000000,H,2338.98,9000000843
5000000844,US10,2026,2026-08-29,001,0140000000,S,1672.38,9000000844
5000000844,US10,2026,2026-08-29,002,0800000000,H,1672.38,9000000844
5000000845,DE20,2025,2025-05-14,001,0140000000,S,610.52,9000000845
5000000845,DE20,2025,2025-05-14,002,0800000000,H,610.52,9000000845
5000000846,US10,2024,2024-12-10,001,0140000000,S,1431.84,9000000846
5000000846,US10,2024,2024-12-10,002,0800000000,H,1431.84,9000000846
5000000847,US10,2024,2024-11-28,001,0140000000,S,1925.83,9000000847
5000000847,US10,2024,2024-11-28,002,0800000000,H,1925.83,9000000847
5000000848,DE20,2025,2025-08-07,001,0140000000,S,8971.64,9000000848
5000000848,DE20,2025,2025-08-07,002,0800000000,H,8971.64,9000000848
5000000849,IN30,2026,2026-06-23,001,0140000000,S,972.01,9000000849
5000000849,IN30,2026,2026-06-23,002,0800000000,H,972.01,9000000849
5000000850,US10,2025,2025-09-17,001,0140000000,S,429.62,9000000850
5000000850,US10,2025,2025-09-17,002,0800000000,H,429.62,9000000850
5000000851,US10,2026,2026-03-12,001,0140000000,S,1207.91,9000000851
5000000851,US10,2026,2026-03-12,002,0800000000,H,1207.91,9000000851
5000000852,IN30,2026,2026-01-25,001,0140000000,S,5793.23,9000000852
5000000852,IN30,2026,2026-01-25,002,0800000000,H,5793.23,9000000852
5000000853,US10,2026,2026-03-11,001,0140000000,S,3686.64,9000000853
5000000853,US10,2026,2026-03-11,002,0800000000,H,3686.64,9000000853
5000000854,US10,2026,2026-07-03,001,0140000000,S,812.55,9000000854
5000000854,US10,2026,2026-07-03,002,0800000000,H,812.55,9000000854
5000000855,US10,2025,2025-06-10,001,0140000000,S,4213.24,9000000855
5000000855,US10,2025,2025-06-10,002,0800000000,H,4213.24,9000000855
5000000856,US10,2025,2025-09-15,001,0140000000,S,2094.44,9000000856
5000000856,US10,2025,2025-09-15,002,0800000000,H,2094.44,9000000856
5000000857,DE20,2026,2026-03-10,001,0140000000,S,2651.32,9000000857
5000000857,DE20,2026,2026-03-10,002,0800000000,H,2651.32,9000000857
5000000859,US10,2026,2026-05-14,001,0140000000,S,2621.6,9000000859
5000000859,US10,2026,2026-05-14,002,0800000000,H,2621.6,9000000859
5000000860,IN30,2024,2024-11-12,001,0140000000,S,5257.17,9000000860
5000000860,IN30,2024,2024-11-12,002,0800000000,H,5257.17,9000000860
5000000861,US10,2026,2026-01-26,001,0140000000,S,1909.3,9000000861
5000000861,US10,2026,2026-01-26,002,0800000000,H,1909.3,9000000861
5000000862,DE20,2026,2026-04-04,001,0140000000,H,423.47,9000000862
5000000862,DE20,2026,2026-04-04,002,0801000000,S,423.47,9000000862
5000000863,US10,2025,2025-12-20,001,0140000000,S,2831.14,9000000863
5000000863,US10,2025,2025-12-20,002,0800000000,H,2831.14,9000000863
5000000864,US10,2025,2025-11-25,001,0140000000,S,204.93,9000000864
5000000864,US10,2025,2025-11-25,002,0800000000,H,204.93,9000000864
5000000865,US10,2025,2025-05-01,001,0140000000,S,7208.36,9000000865
5000000865,US10,2025,2025-05-01,002,0800000000,H,7208.36,9000000865
5000000866,DE20,2025,2025-06-02,001,0140000000,S,271.83,9000000866
5000000866,DE20,2025,2025-06-02,002,0800000000,H,271.83,9000000866
5000000867,DE20,2025,2025-03-03,001,0140000000,S,2443.18,9000000867
5000000867,DE20,2025,2025-03-03,002,0800000000,H,2443.18,9000000867
5000000868,DE20,2024,2024-09-22,001,0140000000,S,254.08,9000000868
5000000868,DE20,2024,2024-09-22,002,0800000000,H,254.08,9000000868
5000000869,IN30,2024,2024-11-03,001,0140000000,H,32.88,9000000869
5000000869,IN30,2024,2024-11-03,002,0801000000,S,32.88,9000000869
5000000870,US10,2024,2024-11-06,001,0140000000,S,821.04,9000000870
5000000870,US10,2024,2024-11-06,002,0800000000,H,821.04,9000000870
5000000871,DE20,2025,2025-10-12,001,0140000000,S,1765.36,9000000871
5000000871,DE20,2025,2025-10-12,002,0800000000,H,1765.36,9000000871
5000000873,DE20,2026,2026-01-17,001,0140000000,S,913.08,9000000873
5000000873,DE20,2026,2026-01-17,002,0800000000,H,913.08,9000000873
5000000874,US10,2026,2026-03-04,001,0140000000,S,7515.66,9000000874
5000000874,US10,2026,2026-03-04,002,0800000000,H,7515.66,9000000874
5000000875,US10,2024,2024-10-20,001,0140000000,H,493.51,9000000875
5000000875,US10,2024,2024-10-20,002,0801000000,S,493.51,9000000875
5000000876,US10,2024,2024-11-25,001,0140000000,S,172.72,9000000876
5000000876,US10,2024,2024-11-25,002,0800000000,H,172.72,9000000876
5000000877,DE20,2024,2024-11-18,001,0140000000,S,536.08,9000000877
5000000877,DE20,2024,2024-11-18,002,0800000000,H,536.08,9000000877
5000000878,IN30,2025,2025-03-27,001,0140000000,S,1859.07,9000000878
5000000878,IN30,2025,2025-03-27,002,0800000000,H,1859.07,9000000878
5000000879,US10,2026,2026-06-23,001,0140000000,S,1995.17,9000000879
5000000879,US10,2026,2026-06-23,002,0800000000,H,1995.17,9000000879
5000000880,IN30,2026,2026-03-28,001,0140000000,S,2137.32,9000000880
5000000880,IN30,2026,2026-03-28,002,0800000000,H,2137.32,9000000880
5000000881,US10,2024,2024-12-29,001,0140000000,S,1151.84,9000000881
5000000881,US10,2024,2024-12-29,002,0800000000,H,1151.84,9000000881
5000000882,US10,2025,2025-04-11,001,0140000000,S,1492.78,9000000882
5000000882,US10,2025,2025-04-11,002,0800000000,H,1492.78,9000000882
5000000883,DE20,2025,2025-06-12,001,0140000000,S,4059.95,9000000883
5000000883,DE20,2025,2025-06-12,002,0800000000,H,4059.95,9000000883
5000000884,US10,2025,2025-02-26,001,0140000000,S,1698.31,9000000884
5000000884,US10,2025,2025-02-26,002,0800000000,H,1698.31,9000000884
5000000885,US10,2025,2025-06-24,001,0140000000,S,3918.36,9000000885
5000000885,US10,2025,2025-06-24,002,0800000000,H,3918.36,9000000885
5000000886,US10,2026,2026-04-12,001,0140000000,S,2332.63,9000000886
