LOG_ID,TIMESTAMP,INTERFACE_ID,SOURCE_SYSTEM,TARGET_SYSTEM,MESSAGE_TYPE,STATUS,LATENCY_MS,PAYLOAD_SIZE_KB,RETRY_COUNT
LOG-0003987,2026-09-02 15:40:53.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,83.5,2.05,0
LOG-0001716,2026-09-02 15:42:20.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,94.4,4.43,0
LOG-0003716,2026-09-02 15:44:37.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,50.9,55.1,0
LOG-0001229,2026-09-02 15:51:13.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,45.9,9.33,0
LOG-0004552,2026-09-02 15:59:35.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,196.2,4.26,0
LOG-0002865,2026-09-02 16:30:51.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,92.2,7.47,0
LOG-0003220,2026-09-02 16:33:36.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,FAILED,106.1,30.17,3
LOG-0003931,2026-09-02 16:45:05.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,73.5,6.16,0
LOG-0002402,2026-09-02 16:51:21.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,44.6,3.96,0
LOG-0003376,2026-09-02 16:55:33.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,103.4,6.18,0
LOG-0003597,2026-09-02 16:59:14.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,84.8,9.01,0
LOG-0002670,2026-09-02 16:59:16.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,45.8,5.28,0
LOG-0004046,2026-09-02 17:11:31.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,56.1,4.53,0
LOG-0001604,2026-09-02 17:18:23.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,79.6,3.57,0
LOG-0004953,2026-09-02 17:34:21.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,95.9,26.12,0
LOG-0003532,2026-09-02 17:34:30.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,78.9,58.4,0
LOG-0000555,2026-09-02 17:36:53.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,62.5,2.63,0
LOG-0001549,2026-09-02 17:36:55.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,RETRY,215.8,5.81,1
LOG-0001462,2026-09-02 18:02:51.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,130.2,0.58,0
LOG-0001475,2026-09-02 18:03:04.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,47.6,6.91,0
LOG-0002251,2026-09-02 18:22:11.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,91.4,3.07,0
LOG-0003581,2026-09-02 18:29:11.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,20.8,30.32,0
LOG-0000488,2026-09-02 18:41:02.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,62.0,17.5,0
LOG-0000769,2026-09-02 18:46:36.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,41.8,7.12,0
LOG-0003565,2026-09-02 19:03:04.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,157.1,4.58,0
LOG-0001426,2026-09-02 19:07:00.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,53.7,8.49,0
LOG-0004986,2026-09-02 19:07:27.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,131.3,6.27,0
LOG-0000882,2026-09-02 19:10:05.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,43.2,45.54,0
LOG-0003883,2026-09-02 19:18:08.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,67.0,17.53,0
LOG-0004422,2026-09-02 19:44:57.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,137.8,15.81,0
LOG-0000688,2026-09-02 19:45:54.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,33.3,12.93,0
LOG-0002449,2026-09-02 20:15:45.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,247.3,11.05,0
LOG-0003416,2026-09-02 20:17:27.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,137.7,8.79,0
LOG-0002924,2026-09-02 20:33:25.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,49.9,8.97,0
LOG-0002061,2026-09-02 20:43:07.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,222.9,6.25,0
LOG-0001659,2026-09-02 20:43:24.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,RETRY,64.2,14.93,0
LOG-0004465,2026-09-02 20:56:44.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,90.6,4.26,0
LOG-0000652,2026-09-02 21:15:21.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,143.2,9.26,0
LOG-0004143,2026-09-02 21:17:18.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,90.8,3.09,0
LOG-0002452,2026-09-02 21:35:40.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,117.3,6.53,0
LOG-0001838,2026-09-02 21:36:20.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,56.5,24.94,0
LOG-0004651,2026-09-02 21:37:02.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,26.4,34.83,0
LOG-0000521,2026-09-02 21:43:06.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,34.7,4.21,0
LOG-0000936,2026-09-02 21:44:52.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,55.6,5.44,0
LOG-0002075,2026-09-02 21:49:58.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,94.0,2.96,0
LOG-0002335,2026-09-02 21:56:02.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,72.5,16.11,0
LOG-0004904,2026-09-02 21:56:36.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,94.2,10.16,0
LOG-0002095,2026-09-02 21:58:05.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,96.2,5.88,0
LOG-0004197,2026-09-02 22:03:56.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,15.8,16.87,0
LOG-0002722,2026-09-02 22:26:36.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,65.1,44.25,0
LOG-0003981,2026-09-02 22:39:08.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,59.3,66.99,0
LOG-0003390,2026-09-02 22:40:02.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,86.1,13.36,0
LOG-0003459,2026-09-02 23:06:14.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,109.9,97.18,0
LOG-0004342,2026-09-02 23:13:05.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,47.3,5.83,0
LOG-0002224,2026-09-02 23:33:32.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,94.4,22.71,0
LOG-0002764,2026-09-02 23:37:25.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,165.4,4.43,0
LOG-0004633,2026-09-02 23:37:28.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,86.1,1.47,0
LOG-0002989,2026-09-02 23:42:34.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,107.3,23.03,0
LOG-0000279,2026-09-03 00:03:51.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,155.4,1.57,0
LOG-0001125,2026-09-03 00:08:28.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,91.6,14.53,0
LOG-0003526,2026-09-03 00:11:56.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,215.3,3.58,0
LOG-0000243,2026-09-03 00:13:45.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,154.6,1.9,0
LOG-0001199,2026-09-03 00:20:41.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,54.1,4.88,0
LOG-0004658,2026-09-03 00:27:04.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,31.6,6.5,0
LOG-0002158,2026-09-03 00:27:39.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,26.1,2.76,0
LOG-0004253,2026-09-03 00:33:58.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,61.4,10.04,0
LOG-0000025,2026-09-03 01:01:58.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,11.6,5.76,0
LOG-0002444,2026-09-03 01:14:51.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,130.5,10.51,0
LOG-0003240,2026-09-03 01:28:56.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,30.8,3.01,0
LOG-0000305,2026-09-03 02:17:54.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,RETRY,126.6,2.43,1
LOG-0000109,2026-09-03 02:19:14.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,154.7,28.32,0
LOG-0004445,2026-09-03 02:34:53.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,59.8,16.7,0
LOG-0003012,2026-09-03 02:47:12.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,41.5,9.46,0
LOG-0000372,2026-09-03 02:47:33.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,37.8,26.56,0
LOG-0004013,2026-09-03 02:47:59.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,89.5,1.85,0
LOG-0000468,2026-09-03 02:50:15.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,FAILED,95.3,3.01,3
LOG-0000536,2026-09-03 02:52:05.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,77.7,3.34,0
LOG-0002210,2026-09-03 02:56:23.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,68.0,11.75,0
LOG-0001742,2026-09-03 02:57:21.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,19.9,3.31,0
LOG-0004372,2026-09-03 03:02:50.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,23.3,7.61,0
LOG-0003695,2026-09-03 03:18:35.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,13.3,12.5,0
LOG-0002274,2026-09-03 03:20:07.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,48.8,45.52,0
LOG-0001183,2026-09-03 03:25:04.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,41.4,65.41,0
LOG-0001986,2026-09-03 03:31:24.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,86.6,6.79,0
LOG-0002119,2026-09-03 03:35:29.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,348.5,1.5,0
LOG-0002286,2026-09-03 03:43:20.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,37.6,19.33,0
LOG-0002254,2026-09-03 03:45:19.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,98.2,20.51,0
LOG-0003881,2026-09-03 03:50:55.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,78.7,2.55,0
LOG-0001105,2026-09-03 04:29:02.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,63.0,8.78,0
LOG-0002127,2026-09-03 04:33:16.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,RETRY,28.5,1.59,1
LOG-0000074,2026-09-03 04:38:18.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,120.7,13.61,0
LOG-0002243,2026-09-03 05:04:57.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,127.4,6.48,0
LOG-0004144,2026-09-03 05:07:16.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,66.8,27.15,0
LOG-0004729,2026-09-03 05:10:10.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,85.9,12.65,0
LOG-0003680,2026-09-03 05:28:57.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,17.6,8.52,0
LOG-0004468,2026-09-03 05:34:48.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,108.1,10.21,0
LOG-0004860,2026-09-03 05:37:22.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,81.7,11.49,0
LOG-0002627,2026-09-03 05:37:26.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,54.5,4.27,0
LOG-0004548,2026-09-03 05:48:54.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,55.5,7.1,0
LOG-0002672,2026-09-03 05:49:11.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,70.9,4.88,0
LOG-0000016,2026-09-03 05:58:50.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,RETRY,80.9,0.55,0
LOG-0000330,2026-09-03 06:00:18.079035,IF-005,SAP_S4HANA,BTP_APP,OData,RETRY,60.2,10.02,2
LOG-0001362,2026-09-03 06:03:37.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,55.5,20.56,0
LOG-0002053,2026-09-03 06:26:30.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,178.6,10.46,0
LOG-0000575,2026-09-03 06:47:05.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,FAILED,122.4,4.73,1
LOG-0001248,2026-09-03 07:13:49.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,78.4,9.12,0
LOG-0002980,2026-09-03 07:19:40.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,96.9,2.52,0
LOG-0003053,2026-09-03 07:30:47.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,33.2,12.81,0
LOG-0000923,2026-09-03 07:33:48.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,69.0,23.26,0
LOG-0003778,2026-09-03 08:08:15.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,28.7,10.89,0
LOG-0002499,2026-09-03 08:29:39.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,41.6,5.28,0
LOG-0004321,2026-09-03 08:32:44.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,55.2,2.16,0
LOG-0001836,2026-09-03 08:42:16.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,42.6,6.95,0
LOG-0002593,2026-09-03 08:48:36.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,133.6,3.66,0
LOG-0001615,2026-09-03 08:48:57.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,64.5,8.02,0
LOG-0000961,2026-09-03 08:49:04.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,39.8,10.54,0
LOG-0004009,2026-09-03 09:12:19.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,31.4,54.76,0
LOG-0001892,2026-09-03 09:13:10.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,TIMEOUT,857.9,15.11,1
LOG-0002755,2026-09-03 09:13:23.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,35.6,23.66,0
LOG-0003392,2026-09-03 09:17:47.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,100.5,6.6,0
LOG-0003906,2026-09-03 09:39:14.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,78.9,3.13,0
LOG-0002294,2026-09-03 09:51:54.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,88.2,7.63,0
LOG-0003531,2026-09-03 10:05:50.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,22.0,8.41,0
LOG-0002069,2026-09-03 10:15:55.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,161.3,2.43,0
LOG-0003517,2026-09-03 10:22:08.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,RETRY,74.3,5.18,1
LOG-0000045,2026-09-03 10:25:16.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,37.1,8.59,0
LOG-0001454,2026-09-03 10:57:17.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,18.4,5.53,0
LOG-0003166,2026-09-03 11:36:47.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,66.1,4.19,0
LOG-0001520,2026-09-03 11:41:48.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,77.5,1.67,0
LOG-0001839,2026-09-03 12:01:07.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,65.7,14.15,0
LOG-0001738,2026-09-03 12:01:32.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,29.5,2.82,0
LOG-0002038,2026-09-03 12:02:37.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,100.6,3.12,0
LOG-0003230,2026-09-03 12:07:44.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,102.1,5.57,0
LOG-0001965,2026-09-03 12:14:38.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,95.4,14.49,0
LOG-0002581,2026-09-03 12:17:40.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,56.6,6.59,0
LOG-0000742,2026-09-03 12:40:53.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,92.4,23.97,0
LOG-0003769,2026-09-03 13:22:38.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,46.6,25.12,0
LOG-0002606,2026-09-03 13:33:56.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,30.4,2.97,0
LOG-0004340,2026-09-03 13:34:21.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,88.7,7.49,0
LOG-0001341,2026-09-03 13:37:57.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,71.6,18.92,0
LOG-0001691,2026-09-03 13:43:54.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,58.2,2.09,0
LOG-0003911,2026-09-03 13:55:56.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,42.4,4.52,0
LOG-0003037,2026-09-03 14:01:22.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,38.8,9.39,0
LOG-0001681,2026-09-03 14:30:36.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,31.3,1.87,0
LOG-0000397,2026-09-03 14:33:44.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,50.6,12.01,0
LOG-0001085,2026-09-03 14:39:42.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,TIMEOUT,1031.5,6.97,3
LOG-0004898,2026-09-03 14:46:48.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,FAILED,46.6,9.34,3
LOG-0002086,2026-09-03 14:49:57.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,524.5,4.32,0
LOG-0003323,2026-09-03 15:08:54.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,80.1,8.67,0
LOG-0001500,2026-09-03 15:18:28.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,45.6,2.72,0
LOG-0003585,2026-09-03 15:18:51.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,58.2,14.05,0
LOG-0004539,2026-09-03 15:23:24.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,68.2,6.34,0
LOG-0001354,2026-09-03 15:31:59.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,49.3,2.61,0
LOG-0004249,2026-09-03 15:39:32.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,99.6,8.59,0
LOG-0004923,2026-09-03 15:53:18.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,50.0,3.31,0
LOG-0001373,2026-09-03 16:02:43.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,50.2,17.68,0
LOG-0000870,2026-09-03 16:10:56.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,46.3,16.13,0
LOG-0003686,2026-09-03 16:22:41.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,67.0,12.05,0
LOG-0001464,2026-09-03 16:46:52.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,115.6,4.71,0
LOG-0003137,2026-09-03 17:02:55.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,FAILED,33.0,67.48,3
LOG-0002981,2026-09-03 17:06:51.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,TIMEOUT,1058.9,17.57,1
LOG-0003549,2026-09-03 17:09:03.079035,IF-005,SAP_S4HANA,BTP_APP,OData,FAILED,619.8,2.09,1
LOG-0002100,2026-09-03 17:23:23.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,45.6,44.64,0
LOG-0002696,2026-09-03 17:50:36.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,47.5,3.08,0
LOG-0001688,2026-09-03 18:07:59.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,FAILED,196.7,7.56,3
LOG-0004663,2026-09-03 18:09:56.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,111.8,7.1,0
LOG-0001713,2026-09-03 18:12:05.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,49.6,8.28,0
LOG-0003438,2026-09-03 18:13:13.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,TIMEOUT,111.2,37.33,1
LOG-0004671,2026-09-03 18:30:41.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,105.2,5.19,0
LOG-0001513,2026-09-03 18:36:56.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,64.1,3.17,0
LOG-0002046,2026-09-03 18:39:18.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,182.6,2.09,0
LOG-0002654,2026-09-03 18:41:08.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,52.9,10.41,0
LOG-0001769,2026-09-03 18:51:41.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,TIMEOUT,299.3,3.63,0
LOG-0001244,2026-09-03 19:06:14.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,61.2,2.49,0
LOG-0000955,2026-09-03 19:10:18.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,FAILED,293.5,4.31,3
LOG-0002447,2026-09-03 19:16:58.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,75.9,15.99,0
LOG-0001019,2026-09-03 19:22:24.079035,IF-003,SAP_S4HANA,ARIBA_NETWORK,ORDRSP,SUCCESS,80.4,3.44,0
LOG-0004323,2026-09-03 19:30:39.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,39.8,5.18,0
LOG-0001431,2026-09-03 19:31:20.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,64.6,6.41,0
LOG-0001929,2026-09-03 19:33:18.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,40.6,18.24,0
LOG-0004492,2026-09-03 19:36:49.079035,IF-007,SAP_S4HANA,DATA_LAKE,CDC,SUCCESS,87.3,1.79,0
LOG-0004265,2026-09-03 19:38:04.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,139.1,8.29,0
LOG-0000248,2026-09-03 19:39:38.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,50.2,7.86,0
LOG-0003951,2026-09-03 19:50:19.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,SUCCESS,53.8,1.02,0
LOG-0000096,2026-09-03 19:51:29.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,FAILED,46.9,2.96,0
LOG-0002761,2026-09-03 19:57:09.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,27.3,40.49,0
LOG-0001122,2026-09-03 20:00:20.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,79.3,5.82,0
LOG-0001310,2026-09-03 20:03:41.079035,IF-002,SAP_S4HANA,WMS_MANHATTAN,DESADV,SUCCESS,68.8,4.45,0
LOG-0002126,2026-09-03 20:06:01.079035,IF-008,SAP_CPI,3PL_PROVIDER,DESADV,SUCCESS,43.4,1.3,0
LOG-0001077,2026-09-03 20:07:43.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,71.9,13.5,0
LOG-0000385,2026-09-03 20:24:43.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,200.4,4.14,0
LOG-0001555,2026-09-03 20:24:53.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,67.5,31.68,0
LOG-0000018,2026-09-03 20:34:09.079035,IF-005,SAP_S4HANA,BTP_APP,OData,SUCCESS,37.6,7.16,0
LOG-0001305,2026-09-03 20:39:26.079035,IF-001,SAP_ECC,SFDC_CRM,ORDERS,SUCCESS,51.1,4.21,0
LOG-0000122,2026-09-03 20:51:14.079035,IF-004,SAP_ECC,B2B_VAN_SPS,INVOIC,RETRY,98.5,2.5,1
LOG-0004336,2026-09-03 20:51:24.079035,IF-006,LEGACY_MAINFRAME,SAP_ECC,MATMAS,SUCCESS,51.6,1.71,0
