VBELN,ERDAT,AUART,VKORG,VTWEG,SPART,KUNNR,NETWR,WAERK,STATUS
4500000715,2025-09-19,ZOR,2000,20,02,0000100025,56.08,USD,Billed
4500000716,2026-03-24,OR,2000,20,00,0000100108,10243.28,USD,Billed
4500000717,2025-05-02,OR,1000,20,02,0000100015,8460.64,USD,Billed
4500000718,2024-11-11,OR,2000,10,00,0000100074,124.1,USD,Billed
4500000719,2025-11-21,RE,1000,12,01,0000100041,830.84,USD,Billed
4500000720,2024-11-05,OR,3000,20,00,0000100147,1164.18,USD,Cancelled
4500000721,2024-10-05,OR,3000,12,01,0000100039,1462.48,USD,Billed
4500000722,2025-01-05,OR,3000,20,00,0000100192,1129.01,USD,Billed
4500000723,2025-05-24,RE,3000,20,02,0000100054,5051.07,USD,Billed
4500000724,2025-01-10,OR,3000,12,01,0000100018,514.79,USD,Billed
4500000725,2026-08-18,OR,1000,10,02,0000100147,2363.48,USD,Billed
4500000726,2026-01-26,ZOR,2000,20,02,0000100094,257.25,USD,Billed
4500000727,2026-03-24,ZOR,1000,10,00,0000100107,34.3,USD,Billed
4500000728,2026-01-25,OR,2000,12,01,0000100039,3096.77,USD,Billed
4500000729,2025-05-03,OR,2000,12,01,0000100007,1492.08,USD,Billed
4500000730,2024-09-29,OR,2000,20,02,0000100171,2713.34,USD,Billed
4500000731,2024-09-22,OR,2000,20,02,0000100166,6445.69,USD,Billed
4500000732,2024-12-26,OR,2000,10,01,0000100189,2951.53,USD,Billed
4500000733,2025-06-08,OR,3000,20,02,0000100165,3021.9,USD,Billed
4500000734,2025-10-02,OR,3000,12,00,0000100190,5270.72,USD,Billed
4500000735,2026-03-16,OR,1000,12,02,0000100047,2474.49,USD,Billed
4500000736,2026-07-24,CS,3000,12,00,0000100160,1775.63,USD,Billed
4500000737,2026-05-18,OR,1000,20,01,0000100017,9456.54,USD,Billed
4500000738,2025-11-26,ZOR,2000,20,00,0000100186,1667.96,USD,Cancelled
4500000739,2026-02-17,OR,1000,10,00,0000100163,271.14,USD,Billed
4500000740,2026-08-14,RE,3000,10,02,0000100016,1206.9,USD,Billed
4500000741,2026-08-01,OR,3000,10,01,0000100029,1186.59,USD,Billed
4500000742,2025-12-14,OR,2000,20,00,0000100045,2973.43,USD,Billed
4500000743,2026-02-03,OR,2000,12,01,0000100090,4561.9,USD,Billed
4500000744,2026-05-18,OR,2000,20,02,0000100062,7124.32,USD,Billed
4500000745,2026-06-08,OR,2000,20,01,0000100167,554.73,USD,Billed
4500000746,2025-10-08,OR,1000,12,02,0000100082,1944.18,USD,Billed
4500000747,2025-11-03,OR,3000,10,00,0000100034,184.32,USD,Billed
4500000748,2026-08-19,ZOR,2000,10,00,0000100127,83.07,USD,Billed
4500000749,2025-04-13,RE,1000,12,00,0000100031,717.72,USD,Billed
4500000750,2025-05-19,OR,3000,10,01,0000100062,494.72,USD,Billed
4500000751,2026-09-10,OR,1000,10,00,0000100059,6105.45,USD,In Process
4500000752,2025-09-23,OR,3000,10,00,0000100138,8487.55,USD,Billed
4500000753,2025-11-22,OR,1000,10,01,0000100019,3373.17,USD,Billed
4500000754,2025-06-17,OR,3000,12,02,0000100145,1461.0,USD,Billed
4500000755,2024-09-18,RE,3000,20,02,0000100163,5752.82,USD,Billed
4500000756,2025-11-09,OR,3000,20,00,0000100190,3058.4,USD,Billed
4500000757,2026-04-18,ZOR,2000,12,01,0000100194,3446.96,USD,Billed
4500000758,2025-07-31,OR,3000,12,00,0000100150,1612.9,USD,Billed
4500000759,2024-12-11,ZOR,2000,20,02,0000100060,3567.66,USD,Billed
4500000760,2024-11-13,OR,3000,20,01,0000100084,2264.08,USD,Cancelled
4500000761,2024-10-19,OR,2000,10,02,0000100159,4663.04,USD,Billed
4500000762,2026-06-04,OR,1000,20,01,0000100133,1771.75,USD,Billed
4500000763,2025-12-10,OR,3000,20,00,0000100007,923.5,USD,Billed
4500000764,2026-04-19,OR,2000,10,00,0000100190,1057.98,USD,Billed
4500000765,2026-05-09,OR,2000,12,00,0000100143,10756.52,USD,Billed
4500000766,2024-10-02,CS,1000,20,00,0000100188,2153.65,USD,Billed
4500000767,2025-10-17,OR,1000,20,01,0000100199,116.48,USD,Billed
4500000768,2025-01-08,OR,1000,20,01,0000100054,2267.01,USD,Billed
4500000769,2025-04-11,OR,2000,20,00,0000100018,580.73,USD,Billed
4500000770,2025-01-23,OR,3000,20,01,0000100141,4956.96,USD,Billed
4500000771,2025-09-26,RE,2000,20,00,0000100028,888.14,USD,Billed
4500000772,2025-05-08,OR,2000,20,01,0000100047,2922.72,USD,Cancelled
4500000773,2024-11-14,ZOR,3000,10,02,0000100118,3621.24,USD,Billed
4500000774,2026-04-23,OR,2000,20,01,0000100198,3371.84,USD,Billed
4500000775,2026-05-23,OR,3000,12,02,0000100050,2093.04,USD,Billed
4500000776,2025-10-17,RE,1000,10,01,0000100029,550.98,USD,Billed
4500000777,2026-06-22,OR,2000,20,01,0000100146,672.07,USD,Billed
4500000778,2025-10-09,OR,2000,20,00,0000100153,343.33,USD,Billed
4500000779,2025-01-09,CS,2000,20,00,0000100080,3532.05,USD,Billed
4500000780,2026-04-26,OR,1000,20,02,0000100175,429.18,USD,Billed
4500000781,2025-10-16,OR,3000,10,02,0000100141,4609.46,USD,Billed
4500000782,2025-06-19,OR,1000,20,02,0000100114,3680.52,USD,Billed
4500000783,2024-11-21,OR,2000,10,00,0000100100,4483.69,USD,Billed
4500000784,2026-05-17,OR,2000,20,00,0000100121,557.92,USD,Billed
4500000785,2025-04-02,OR,2000,20,00,0000100082,241.83,USD,Billed
4500000786,2026-08-27,OR,3000,12,00,0000100069,2329.2,USD,Billed
4500000787,2025-02-26,OR,2000,10,02,0000100125,1211.86,USD,Billed
4500000788,2025-04-02,OR,1000,12,02,0000100116,3535.11,USD,Billed
4500000789,2025-12-18,OR,1000,12,02,0000100128,1280.84,USD,Billed
4500000790,2026-02-06,RE,1000,10,02,0000100163,53.44,USD,Billed
4500000791,2026-07-25,OR,3000,12,01,0000100076,2868.04,USD,Billed
4500000792,2025-04-18,OR,1000,10,00,0000100027,11564.9,USD,Billed
4500000793,2024-12-01,OR,2000,20,00,0000100033,1941.35,USD,Billed
4500000794,2026-05-05,OR,3000,20,00,0000100132,33.5,USD,Billed
4500000795,2025-05-29,CS,1000,12,00,0000100193,7159.66,USD,Billed
4500000796,2024-12-02,CS,3000,12,00,0000100160,1083.6,USD,Billed
4500000797,2025-04-20,CS,3000,12,00,0000100042,334.97,USD,Billed
4500000798,2025-05-22,OR,1000,10,01,0000100053,258.65,USD,Billed
4500000799,2024-10-08,ZOR,2000,12,02,0000100185,487.08,USD,Cancelled
4500000800,2026-09-05,OR,1000,12,00,0000100053,3359.54,USD,In Process
4500000801,2026-05-21,OR,3000,12,01,0000100029,1247.36,USD,Billed
4500000802,2025-10-28,OR,3000,12,02,0000100125,2143.94,USD,Billed
4500000803,2025-08-07,OR,3000,10,01,0000100038,515.97,USD,Billed
4500000804,2024-10-07,RE,1000,20,00,0000100081,82.23,USD,Cancelled
4500000805,2025-10-15,OR,1000,12,01,0000100002,3149.96,USD,Billed
4500000806,2025-05-20,OR,1000,12,01,0000100003,1527.93,USD,Billed
4500000807,2026-04-26,OR,2000,12,01,0000100150,109.55,USD,Billed
4500000808,2025-01-05,RE,2000,10,00,0000100181,2748.38,USD,Billed
4500000809,2025-04-11,ZOR,1000,12,02,0000100095,1711.29,USD,Billed
4500000810,2026-03-19,OR,2000,12,01,0000100021,1694.4,USD,Billed
4500000811,2026-09-06,CS,2000,12,00,0000100187,297.36,USD,Billed
4500000812,2025-10-08,RE,3000,20,01,0000100118,2930.89,USD,Cancelled
4500000813,2025-05-10,OR,1000,20,02,0000100067,66.6,USD,Billed
4500000814,2026-01-28,OR,3000,12,00,0000100029,74.74,USD,Billed
4500000815,2026-08-22,OR,3000,12,00,0000100080,4487.49,USD,Billed
4500000816,2024-10-04,OR,2000,20,00,0000100153,9274.03,USD,Billed
4500000817,2025-02-04,ZOR,2000,20,00,0000100067,232.94,USD,Billed
4500000818,2024-12-16,OR,2000,12,01,0000100028,213.9,USD,Billed
4500000819,2025-11-07,OR,3000,12,01,0000100014,269.4,USD,Cancelled
4500000820,2026-05-19,OR,2000,12,02,0000100018,328.5,USD,Billed
4500000821,2025-05-16,ZOR,3000,10,00,0000100147,1410.38,USD,Billed
4500000822,2026-05-05,OR,2000,20,01,0000100168,6739.91,USD,Billed
4500000823,2024-09-24,OR,2000,20,01,0000100075,7355.71,USD,Billed
4500000824,2024-11-16,OR,1000,12,01,0000100040,1660.0,USD,Billed
4500000825,2025-02-16,OR,1000,20,00,0000100030,1373.69,USD,Cancelled
4500000826,2026-05-18,ZOR,1000,12,00,0000100151,1111.13,USD,Billed
4500000827,2025-11-30,OR,1000,10,01,0000100091,3591.26,USD,Billed
4500000828,2024-10-27,OR,2000,20,01,0000100190,4801.81,USD,Cancelled
4500000829,2026-02-07,OR,1000,10,02,0000100039,371.18,USD,Billed
4500000830,2026-06-14,ZOR,3000,10,01,0000100044,4271.42,USD,Billed
4500000831,2025-08-03,RE,2000,20,01,0000100125,3505.0,USD,Billed
4500000832,2025-09-01,OR,2000,20,01,0000100023,453.71,USD,Billed
4500000833,2026-06-20,OR,3000,20,02,0000100042,1919.66,USD,Cancelled
4500000834,2025-01-31,CS,3000,20,02,0000100101,4149.33,USD,Billed
4500000835,2025-04-05,OR,3000,12,01,0000100140,61.25,USD,Billed
4500000836,2026-05-15,OR,2000,20,02,0000100048,1762.13,USD,Billed
4500000837,2025-03-17,OR,2000,20,01,0000100181,2405.15,USD,Billed
4500000838,2026-03-23,OR,1000,12,01,0000100147,2825.23,USD,Billed
4500000839,2024-11-09,OR,3000,10,01,0000100140,2148.0,USD,Billed
4500000840,2025-02-08,OR,3000,10,02,0000100199,6228.25,USD,Billed
4500000841,2025-07-31,OR,2000,20,02,0000100044,2652.92,USD,Billed
4500000842,2025-09-27,OR,1000,10,00,0000100120,27823.25,USD,Billed
4500000843,2025-04-10,OR,1000,12,01,0000100077,5726.63,USD,Billed
4500000844,2024-11-11,OR,3000,20,00,0000100048,156.5,USD,Billed
4500000845,2024-11-14,CS,3000,20,01,0000100149,2785.48,USD,Billed
4500000846,2026-05-19,OR,2000,20,01,0000100082,2822.8,USD,Billed
4500000847,2025-04-20,ZOR,2000,12,02,0000100075,5185.21,USD,Billed
4500000848,2025-05-24,OR,2000,10,01,0000100039,886.56,USD,Billed
4500000849,2026-03-26,OR,2000,12,01,0000100066,3890.44,USD,Billed
4500000850,2026-01-27,OR,3000,10,02,0000100061,2860.75,USD,Billed
4500000851,2025-08-03,OR,1000,10,02,0000100146,655.69,USD,Billed
4500000852,2025-03-15,OR,2000,20,01,0000100090,2225.07,USD,Billed
4500000853,2025-08-14,OR,3000,20,00,0000100001,3689.85,USD,Billed
4500000854,2026-05-22,OR,3000,10,01,0000100099,370.76,USD,Billed
4500000855,2025-12-02,OR,2000,10,02,0000100165,1468.49,USD,Billed
4500000856,2025-03-27,OR,2000,10,01,0000100006,5762.92,USD,Billed
4500000857,2025-05-13,CS,1000,20,00,0000100177,2391.5,USD,Billed
4500000858,2026-02-28,OR,1000,20,02,0000100047,13649.02,USD,Billed
4500000859,2026-07-04,OR,2000,20,00,0000100160,14859.82,USD,Billed
4500000860,2025-04-27,OR,3000,12,00,0000100074,518.41,USD,Billed
4500000861,2025-07-24,OR,2000,20,01,0000100174,115.56,USD,Billed
4500000862,2025-03-04,OR,1000,10,02,0000100045,3122.86,USD,Billed
4500000863,2025-10-28,OR,3000,20,01,0000100061,1161.92,USD,Billed
4500000864,2025-10-11,OR,1000,20,01,0000100037,4253.78,USD,Billed
4500000865,2026-03-25,OR,3000,10,02,0000100160,4764.9,USD,Billed
4500000866,2026-06-21,OR,1000,20,00,0000100160,17034.08,USD,Billed
4500000867,2026-05-21,ZOR,1000,12,02,0000100063,924.04,USD,Cancelled
4500000868,2026-07-22,OR,2000,10,01,0000100146,2287.06,USD,Cancelled
4500000869,2025-09-22,OR,1000,20,02,0000100135,772.46,USD,Billed
4500000870,2024-11-24,OR,3000,20,02,0000100091,1351.26,USD,Billed
4500000871,2026-04-18,ZOR,2000,20,00,0000100057,4343.46,USD,Billed
4500000872,2024-10-19,OR,2000,20,00,0000100083,413.07,USD,Billed
4500000873,2024-11-28,OR,3000,12,00,0000100071,3635.38,USD,Billed
4500000874,2026-01-11,OR,2000,20,01,0000100124,253.92,USD,Billed
4500000875,2026-02-05,OR,2000,10,01,0000100039,1108.91,USD,Cancelled
4500000876,2026-04-21,OR,3000,20,02,0000100096,748.75,USD,Billed
4500000877,2025-03-23,OR,2000,10,02,0000100191,4641.98,USD,Billed
4500000878,2026-03-06,ZOR,1000,12,02,0000100190,641.98,USD,Billed
4500000879,2025-08-06,OR,1000,12,02,0000100055,2770.94,USD,Billed
4500000880,2024-09-26,OR,2000,12,02,0000100006,1254.56,USD,Billed
4500000881,2026-03-01,OR,1000,12,02,0000100111,2688.25,USD,Cancelled
4500000882,2026-01-08,OR,3000,20,02,0000100175,7313.87,USD,Cancelled
4500000883,2025-06-10,OR,2000,12,01,0000100091,1089.17,USD,Billed
4500000884,2025-07-15,OR,1000,10,00,0000100037,1285.06,USD,Billed
4500000885,2024-12-20,OR,2000,12,02,0000100052,380.26,USD,Billed
4500000886,2026-04-26,OR,1000,12,02,0000100082,412.88,USD,Billed
4500000887,2025-03-11,OR,3000,12,01,0000100003,1506.18,USD,Billed
4500000888,2025-02-17,OR,1000,10,00,0000100135,220.32,USD,Billed
4500000889,2026-04-12,OR,1000,12,01,0000100189,653.72,USD,Billed
4500000890,2025-06-18,OR,2000,20,00,0000100069,2223.64,USD,Billed
4500000891,2025-12-10,CS,1000,10,01,0000100079,6747.29,USD,Billed
4500000892,2025-09-29,OR,3000,12,00,0000100117,3175.52,USD,Billed
4500000893,2025-09-09,OR,3000,20,01,0000100185,5474.9,USD,Billed
4500000894,2025-12-06,ZOR,2000,10,01,0000100066,307.28,USD,Billed
4500000895,2025-09-01,OR,2000,20,00,0000100047,2155.94,USD,Billed
4500000896,2024-11-08,OR,3000,20,02,0000100195,4685.4,USD,Billed
4500000897,2025-09-15,OR,3000,10,02,0000100058,1318.22,USD,Billed
4500000898,2025-10-09,CS,3000,10,00,0000100009,139.36,USD,Billed
4500000899,2024-09-25,OR,3000,10,01,0000100005,3900.01,USD,Billed
4500000900,2024-09-14,OR,1000,20,02,0000100177,2338.98,USD,Billed
4500000901,2026-08-27,CS,1000,20,02,0000100163,1672.38,USD,Billed
4500000902,2025-05-12,OR,2000,20,01,0000100093,610.52,USD,Billed
4500000903,2024-12-04,OR,3000,12,02,0000100089,1431.84,USD,Billed
4500000904,2024-11-23,OR,1000,12,00,0000100045,1925.83,USD,Billed
4500000905,2025-08-02,OR,3000,10,00,0000100105,8971.64,USD,Billed
4500000906,2026-06-16,RE,3000,10,02,0000100167,972.01,USD,Billed
4500000907,2026-05-09,ZOR,1000,20,00,0000100120,1320.35,USD,Cancelled
4500000908,2025-09-10,OR,3000,12,00,0000100159,429.62,USD,Billed
4500000909,2026-03-11,OR,3000,20,02,0000100074,1207.91,USD,Billed
4500000910,2026-01-23,ZOR,3000,12,00,0000100173,5793.23,USD,Billed
4500000911,2026-03-07,ZOR,2000,12,00,0000100133,3686.64,USD,Billed
4500000912,2026-06-26,OR,3000,10,01,0000100023,812.55,USD,Billed
4500000913,2025-06-06,OR,3000,12,02,0000100035,4213.24,USD,Billed
4500000914,2025-09-10,OR,2000,20,02,0000100164,2094.44,USD,Billed
4500000915,2026-03-04,OR,2000,10,01,0000100118,2651.32,USD,Billed
4500000916,2026-03-12,OR,2000,12,01,0000100009,837.95,USD,Billed
4500000917,2026-05-10,OR,2000,12,00,0000100026,2621.6,USD,Billed
4500000918,2024-11-10,OR,3000,10,02,0000100113,5257.17,USD,Billed
4500000919,2026-01-21,ZOR,1000,10,01,0000100003,1909.3,USD,Billed
4500000920,2026-03-30,OR,3000,10,01,0000100116,1726.93,USD,Billed
4500000921,2025-12-13,RE,3000,10,01,0000100078,2831.14,USD,Billed
4500000922,2025-11-23,OR,2000,10,01,0000100075,204.93,USD,Billed
4500000923,2025-04-25,OR,2000,12,01,0000100090,7208.36,USD,Billed
4500000924,2025-05-31,ZOR,1000,12,01,0000100164,271.83,USD,Billed
4500000925,2025-02-26,CS,1000,10,02,0000100015,2443.18,USD,Billed
4500000926,2024-09-18,CS,2000,10,02,0000100098,254.08,USD,Billed
4500000927,2024-11-01,CS,1000,10,02,0000100150,162.98,USD,Billed
4500000928,2024-11-03,OR,2000,10,00,0000100085,821.04,USD,Billed
4500000929,2026-09-12,OR,1000,12,01,0000100130,2796.22,USD,In Process
4500000930,2025-10-07,OR,3000,20,00,0000100152,1765.36,USD,Billed
4500000931,2026-07-23,OR,3000,10,00,0000100164,5629.6,USD,Billed
4500000932,2025-08-18,RE,2000,10,01,0000100087,4795.36,USD,Cancelled
4500000933,2026-01-14,OR,3000,12,01,0000100024,913.08,USD,Billed
4500000934,2026-03-03,OR,3000,12,01,0000100140,7515.66,USD,Billed
4500000935,2024-10-17,ZOR,3000,12,02,0000100112,4054.02,USD,Billed
4500000936,2025-11-28,OR,1000,20,00,0000100135,4223.5,USD,Cancelled
4500000937,2024-11-18,OR,3000,12,01,0000100020,172.72,USD,Billed
4500000938,2024-11-11,RE,2000,12,01,0000100173,536.08,USD,Billed
4500000939,2025-03-25,OR,3000,10,02,0000100178,1859.07,USD,Billed
4500000940,2026-06-20,ZOR,3000,10,02,0000100102,1995.17,USD,Billed
4500000941,2026-03-25,RE,1000,12,01,0000100107,2137.32,USD,Billed
4500000942,2024-12-24,OR,3000,12,00,0000100092,1151.84,USD,Billed
4500000943,2025-04-09,OR,3000,20,01,0000100053,1492.78,USD,Billed
4500000944,2025-06-05,ZOR,1000,20,02,0000100079,4059.95,USD,Billed
4500000945,2025-02-24,ZOR,3000,12,01,0000100037,1698.31,USD,Billed
4500000946,2025-05-13,OR,3000,12,01,0000100098,2964.24,USD,Cancelled
4500000947,2025-06-21,OR,1000,20,02,0000100121,3918.36,USD,Billed
4500000948,2026-04-06,OR,2000,20,01,0000100151,2332.63,USD,Billed
4500000949,2026-08-13,ZOR,2000,12,00,0000100127,1763.48,USD,Billed
4500000950,2025-02-06,OR,3000,10,00,0000100115,540.48,USD,Billed
4500000951,2026-01-23,ZOR,1000,20,00,0000100030,223.1,USD,Billed
4500000952,2025-02-05,OR,2000,10,01,0000100094,676.08,USD,Billed
4500000953,2026-08-25,OR,1000,20,01,0000100011,857.47,USD,Billed
4500000954,2026-05-25,OR,3000,20,00,0000100128,1495.72,USD,Billed
4500000955,2026-01-13,OR,2000,12,02,0000100160,945.97,USD,Billed
4500000956,2026-03-11,OR,1000,10,02,0000100172,5111.59,USD,Billed
4500000957,2025-05-11,ZOR,1000,10,00,0000100171,127.86,USD,Billed
4500000958,2024-10-20,OR,2000,20,02,0000100000,321.6,USD,Billed
4500000959,2026-01-01,OR,2000,20,02,0000100026,906.02,USD,Billed
4500000960,2024-09-27,ZOR,2000,20,02,0000100151,837.96,USD,Billed
4500000961,2026-07-08,OR,1000,12,01,0000100123,1182.89,USD,Billed
4500000962,2026-08-30,RE,3000,10,00,0000100097,26793.2,USD,Billed
4500000963,2026-04-21,ZOR,2000,12,00,0000100029,492.89,USD,Billed
4500000964,2025-02-05,OR,2000,10,01,0000100147,939.69,USD,Billed
4500000965,2024-11-19,OR,3000,20,02,0000100085,7519.14,USD,Billed
4500000966,2026-02-15,OR,2000,12,02,0000100121,408.58,USD,Billed
4500000967,2026-07-07,OR,2000,20,02,0000100169,1269.05,USD,Billed
4500000968,2026-02-06,OR,1000,10,02,0000100083,283.17,USD,Billed
4500000969,2025-08-31,OR,1000,12,00,0000100136,726.77,USD,Billed
4500000970,2025-04-26,OR,3000,20,01,0000100066,2103.91,USD,Billed
4500000971,2025-12-03,RE,1000,10,01,0000100145,1692.0,USD,Billed
4500000972,2025-05-27,OR,2000,12,02,0000100113,1769.12,USD,Billed
4500000973,2025-01-04,OR,3000,20,00,0000100098,5677.25,USD,Billed
4500000974,2025-08-23,OR,1000,20,01,0000100184,1155.77,USD,Billed
4500000975,2025-10-26,ZOR,1000,20,01,0000100126,168.26,USD,Billed
4500000976,2026-01-23,OR,2000,10,01,0000100157,3352.36,USD,Billed
4500000977,2026-02-02,ZOR,1000,20,02,0000100156,1826.28,USD,Billed
4500000978,2025-05-04,OR,2000,12,02,0000100189,3104.04,USD,Billed
4500000979,2025-08-27,OR,1000,12,01,0000100071,28.98,USD,Billed
4500000980,2026-03-14,OR,1000,12,00,0000100140,162.46,USD,Billed
4500000981,2026-07-19,RE,1000,20,00,0000100090,1669.2,USD,Billed
4500000982,2026-02-21,ZOR,2000,20,01,0000100161,684.79,USD,Billed
4500000983,2025-09-17,OR,2000,12,01,0000100096,5412.55,USD,Billed
4500000984,2024-09-27,OR,1000,20,01,0000100017,1666.25,USD,Billed
4500000985,2025-08-11,OR,1000,10,00,0000100068,309.3,USD,Billed
4500000986,2025-09-08,OR,3000,12,02,0000100058,2971.55,USD,Billed
4500000987,2025-10-20,OR,1000,10,00,0000100157,792.73,USD,Billed
4500000988,2025-10-15,OR,3000,20,01,0000100126,5724.18,USD,Billed
4500000989,2025-08-14,CS,3000,12,02,0000100150,4213.21,USD,Billed
4500000990,2025-07-17,OR,2000,12,00,0000100003,369.8,USD,Billed
4500000991,2025-10-06,CS,3000,10,01,0000100032,2257.08,USD,Cancelled
4500000992,2025-05-03,OR,3000,20,01,0000100014,4795.58,USD,Billed
4500000993,2026-04-14,RE,2000,12,01,0000100145,7045.45,USD,Cancelled
4500000994,2025-05-24,CS,3000,12,02,0000100003,625.06,USD,Billed
4500000995,2026-06-23,OR,2000,20,02,0000100032,7.32,USD,Billed
4500000996,2026-08-06,OR,3000,10,02,0000100031,1153.68,USD,Billed
4500000997,2026-02-24,OR,2000,20,00,0000100061,2045.71,USD,Cancelled
4500000998,2024-11-27,OR,2000,12,02,0000100022,2976.52,USD,Billed
4500000999,2026-05-02,OR,3000,12,02,0000100042,4715.0,USD,Billed
4500001000,2026-05-31,OR,1000,12,02,0000100024,2458.31,USD,Billed
4500001001,2024-10-14,OR,2000,10,01,0000100177,2006.29,USD,Billed
4500001002,2026-03-05,OR,3000,20,01,0000100113,674.25,USD,Billed
4500001003,2026-03-20,RE,3000,12,00,0000100163,2205.35,USD,Billed
4500001004,2025-05-31,OR,2000,20,00,0000100096,162.8,USD,Billed
4500001005,2025-04-03,OR,1000,12,01,0000100174,134.9,USD,Billed
4500001006,2024-09-21,OR,2000,10,00,0000100165,206.22,USD,Billed
4500001007,2026-07-08,OR,1000,20,00,0000100171,1561.45,USD,Billed
4500001008,2025-06-04,OR,3000,10,02,0000100056,1194.54,USD,Billed
4500001009,2026-03-25,OR,3000,10,01,0000100190,1257.51,USD,Billed
4500001010,2025-01-23,OR,3000,20,02,0000100140,5664.57,USD,Billed
4500001011,2026-03-28,OR,3000,12,01,0000100181,2612.75,USD,Billed
4500001012,2025-04-07,OR,2000,20,01,0000100141,372.06,USD,Billed
4500001013,2025-10-31,OR,3000,12,00,0000100162,607.2,USD,Billed
4500001014,2025-03-18,OR,1000,10,00,0000100180,5117.28,USD,Billed
4500001015,2025-06-23,ZOR,1000,10,02,0000100046,3282.58,USD,Billed
4500001016,2025-12-21,OR,1000,12,00,0000100154,1321.46,USD,Billed
4500001017,2025-01-11,OR,1000,12,02,0000100153,1124.3,USD,Billed
4500001018,2025-04-25,ZOR,1000,10,01,0000100186,4061.38,USD,Billed
4500001019,2025-06-23,OR,3000,10,02,0000100144,246.24,USD,Billed
4500001020,2025-06-24,OR,3000,20,01,0000100103,754.39,USD,Billed
4500001021,2025-06-24,OR,3000,12,02,0000100043,211.08,USD,Billed
4500001022,2025-03-10,OR,2000,20,01,0000100055,5779.12,USD,Billed
4500001023,2024-12-11,ZOR,1000,20,01,0000100102,5403.63,USD,Billed
4500001024,2026-03-11,OR,3000,20,00,0000100125,1019.81,USD,Billed
4500001025,2025-09-12,OR,2000,20,00,0000100091,325.8,USD,Billed
4500001026,2026-04-28,OR,3000,20,02,0000100082,2183.46,USD,Billed
4500001027,2025-02-11,OR,3000,20,00,0000100047,804.76,USD,Billed
4500001028,2026-09-08,OR,3000,12,02,0000100103,1434.12,USD,Billed
4500001029,2024-11-12,OR,1000,12,01,0000100134,146.58,USD,Billed
4500001030,2024-09-30,OR,1000,12,02,0000100121,180.31,USD,Billed
4500001031,2026-08-20,ZOR,1000,12,01,0000100096,1052.4,USD,Billed
4500001032,2025-05-17,OR,3000,12,00,0000100171,5178.13,USD,Billed
4500001033,2025-09-18,ZOR,1000,20,00,0000100188,16285.64,USD,Billed
4500001034,2025-06-30,ZOR,3000,12,02,0000100121,70.2,USD,Billed
4500001035,2025-02-18,RE,1000,10,02,0000100012,2840.19,USD,Billed
4500001036,2026-07-29,OR,1000,20,00,0000100010,718.58,USD,Billed
4500001037,2026-07-30,OR,2000,20,01,0000100172,287.08,USD,Billed
4500001038,2025-09-09,CS,2000,20,02,0000100054,8967.52,USD,Billed
4500001039,2025-10-25,OR,2000,12,01,0000100034,4360.16,USD,Billed
4500001040,2025-06-25,OR,2000,12,01,0000100019,7859.52,USD,Billed
4500001041,2026-03-18,OR,3000,20,01,0000100107,4735.2,USD,Billed
4500001042,2025-11-30,OR,2000,20,02,0000100196,1071.65,USD,Billed
4500001043,2025-08-17,OR,2000,12,00,0000100179,2098.2,USD,Billed
4500001044,2024-11-13,CS,3000,20,02,0000100178,691.15,USD,Billed
4500001045,2026-06-07,OR,1000,10,00,0000100157,230.32,USD,Billed
4500001046,2026-01-09,RE,3000,10,00,0000100027,1919.08,USD,Billed
4500001047,2025-04-30,OR,2000,12,01,0000100133,2770.72,USD,Billed
4500001048,2026-03-07,OR,2000,10,01,0000100073,169.5,USD,Billed
4500001049,2025-11-09,OR,2000,20,01,0000100079,575.28,USD,Billed
4500001050,2024-11-11,OR,2000,20,00,0000100078,3696.58,USD,Billed
4500001051,2024-12-25,OR,3000,10,02,0000100017,927.42,USD,Billed
4500001052,2024-10-29,OR,1000,10,01,0000100041,4119.89,USD,Billed
4500001053,2026-01-16,RE,3000,10,00,0000100192,5372.9,USD,Billed
4500001054,2025-03-22,OR,3000,20,00,0000100182,2470.47,USD,Billed
4500001055,2026-04-24,OR,1000,10,02,0000100003,3606.92,USD,Billed
4500001056,2026-07-31,OR,1000,20,01,0000100196,2876.0,USD,Cancelled
4500001057,2025-10-01,OR,3000,12,02,0000100012,466.98,USD,Billed
4500001058,2025-06-09,OR,2000,20,02,0000100123,2708.38,USD,Cancelled
4500001059,2025-04-09,OR,1000,10,02,0000100119,338.76,USD,Billed
4500001060,2025-06-15,OR,2000,12,02,0000100114,918.04,USD,Billed
4500001061,2025-11-18,OR,3000,20,01,0000100053,318.08,USD,Billed
4500001062,2025-05-12,OR,1000,12,01,0000100131,16.36,USD,Billed
4500001063,2025-02-15,OR,2000,10,00,0000100053,9165.67,USD,Billed
4500001064,2025-07-29,OR,2000,12,01,0000100182,3446.83,USD,Billed
4500001065,2025-02-01,OR,2000,10,02,0000100154,5180.28,USD,Billed
4500001066,2025-12-22,OR,3000,12,01,0000100073,1811.7,USD,Billed
4500001067,2025-11-08,OR,1000,10,02,0000100009,5509.3,USD,Billed
4500001068,2024-11-07,OR,3000,20,00,0000100027,1459.2,USD,Billed
4500001069,2026-01-11,OR,1000,20,01,0000100023,1941.0,USD,Billed
4500001070,2026-02-25,OR,3000,20,02,0000100105,7170.65,USD,Billed
4500001071,2025-01-25,OR,2000,12,00,0000100198,5206.01,USD,Billed
