VBELN,POSNR,MATNR,WERKS,KWMENG,NETPR,NETWR
4500000454,10,0000900249,1020,15,5.52,82.8
4500000454,20,0000900255,1000,46,110.91,5101.86
4500000454,30,0000900192,1000,25,9.99,249.75
4500000454,40,0000900133,2010,10,42.59,425.9
4500000455,10,0000900280,2000,3,56.18,168.54
4500000455,20,0000900139,2010,9,295.65,2660.85
4500000456,10,0000900296,1010,2,89.58,179.16
4500000456,20,0000900114,2000,10,4.58,45.8
4500000457,10,0000900046,1020,41,12.91,529.31
4500000458,10,0000900150,1010,11,34.99,384.89
4500000458,20,0000900081,1000,19,23.37,444.03
4500000459,10,0000900039,1000,40,529.99,21199.6
4500000459,20,0000900042,2000,4,14.62,58.48
4500000459,30,0000900273,2010,41,30.77,1261.57
4500000459,40,0000900127,1000,2,176.61,353.22
4500000460,10,0000900206,1010,30,106.68,3200.4
4500000460,20,0000900078,1000,34,4.91,166.94
4500000461,10,0000900062,2000,1,24.54,24.54
4500000462,10,0000900022,1010,8,3.32,26.56
4500000462,20,0000900071,1020,33,76.19,2514.27
4500000463,10,0000900270,1000,35,8.47,296.45
4500000463,20,0000900103,2000,47,16.7,784.9
4500000463,30,0000900213,1010,24,6.52,156.48
4500000463,40,0000900282,1020,23,25.97,597.31
4500000464,10,0000900231,2010,8,64.69,517.52
4500000464,20,0000900087,1000,35,16.1,563.5
4500000465,10,0000900170,1010,6,5.59,33.54
4500000465,20,0000900134,1000,44,63.66,2801.04
4500000466,10,0000900230,1010,42,1.59,66.78
4500000466,20,0000900120,1000,37,8.41,311.17
4500000467,10,0000900132,2010,8,18.81,150.48
4500000467,20,0000900263,1000,47,11.91,559.77
4500000467,30,0000900065,1000,2,17.0,34.0
4500000468,10,0000900154,2010,19,10.4,197.6
4500000468,20,0000900036,2000,46,21.34,981.64
4500000468,30,0000900217,1010,19,14.86,282.34
4500000468,40,0000900033,1000,35,45.08,1577.8
4500000469,10,0000900243,1010,14,37.68,527.52
4500000469,20,0000900260,1000,42,17.04,715.68
4500000469,30,0000900117,1010,33,12.52,413.16
4500000469,40,0000900170,1010,27,5.35,144.45
4500000470,10,0000900244,1020,18,82.73,1489.14
4500000470,20,0000900119,2010,12,41.84,502.08
4500000471,10,0000900284,2010,6,6.04,36.24
4500000471,20,0000900048,1010,26,91.78,2386.28
4500000471,30,0000900259,1020,45,6.03,271.35
4500000471,40,0000900076,1020,5,46.91,234.55
4500000472,10,0000900267,1000,7,15.93,111.51
4500000472,20,0000900258,1000,47,38.34,1801.98
4500000472,30,0000900255,1000,34,96.73,3288.82
4500000472,40,0000900184,2000,45,20.8,936.0
4500000473,10,0000900025,2010,6,95.01,570.06
4500000474,10,0000900218,2010,13,51.16,665.08
4500000474,20,0000900008,1010,30,13.54,406.2
4500000474,30,0000900014,2000,48,2.54,121.92
4500000474,40,0000900227,2000,4,8.06,32.24
4500000475,10,0000900087,1000,34,15.21,517.14
4500000475,20,0000900072,2000,17,48.73,828.41
4500000475,30,0000900051,1000,3,13.42,40.26
4500000476,10,0000900094,2010,11,6.88,75.68
4500000476,20,0000900123,1020,25,71.76,1794.0
4500000476,30,0000900189,1020,29,29.16,845.64
4500000476,40,0000900054,1010,41,3.85,157.85
4500000477,10,0000900129,2000,25,283.58,7089.5
4500000477,20,0000900038,1020,24,9.88,237.12
4500000477,30,0000900115,2000,41,40.56,1662.96
4500000478,10,0000900232,1010,42,61.16,2568.72
4500000478,20,0000900108,2000,49,118.09,5786.41
4500000478,30,0000900207,1010,39,14.22,554.58
4500000479,10,0000900251,1010,39,26.27,1024.53
4500000479,20,0000900261,1020,46,12.0,552.0
4500000479,30,0000900183,1000,34,41.47,1409.98
4500000479,40,0000900166,1000,38,26.09,991.42
4500000480,10,0000900146,1010,29,80.52,2335.08
4500000480,20,0000900277,2000,11,26.6,292.6
4500000481,10,0000900169,2010,24,27.85,668.4
4500000482,10,0000900288,1020,6,27.98,167.88
4500000482,20,0000900189,1020,25,29.16,729.0
4500000482,30,0000900160,2000,6,25.68,154.08
4500000483,10,0000900227,2000,41,7.81,320.21
4500000483,20,0000900026,1000,5,6.43,32.15
4500000483,30,0000900196,2000,31,248.98,7718.38
4500000484,10,0000900267,1000,45,16.82,756.9
4500000484,20,0000900102,2000,32,32.46,1038.72
4500000485,10,0000900037,1000,21,8.37,175.77
4500000485,20,0000900214,2000,45,154.77,6964.65
4500000485,30,0000900164,1000,7,25.72,180.04
4500000486,10,0000900269,2000,27,51.33,1385.91
4500000486,20,0000900185,1020,13,14.89,193.57
4500000486,30,0000900171,2010,47,4.65,218.55
4500000487,10,0000900147,2010,3,13.94,41.82
4500000487,20,0000900165,1000,37,31.3,1158.1
4500000488,10,0000900104,2010,31,35.18,1090.58
4500000488,20,0000900035,2010,18,15.07,271.26
4500000488,30,0000900144,1000,7,12.38,86.66
4500000489,10,0000900112,1010,44,26.81,1179.64
4500000489,20,0000900027,1010,47,30.55,1435.85
4500000490,10,0000900278,2010,9,16.08,144.72
4500000490,20,0000900293,1000,17,27.94,474.98
4500000490,30,0000900029,2000,13,3.65,47.45
4500000491,10,0000900206,1010,45,104.46,4700.7
4500000491,20,0000900002,2010,18,5.84,105.12
4500000492,10,0000900170,1010,17,6.0,102.0
4500000493,10,0000900035,2010,44,16.49,725.56
4500000493,20,0000900144,1000,2,12.26,24.52
4500000493,30,0000900170,1010,16,5.59,89.44
4500000493,40,0000900259,1020,15,6.62,99.3
4500000494,10,0000900190,2010,48,13.21,634.08
4500000495,10,0000900167,2000,15,5.33,79.95
4500000496,10,0000900006,2000,12,7.47,89.64
4500000496,20,0000900252,1000,4,26.05,104.2
4500000496,30,0000900227,2000,3,7.55,22.65
4500000497,10,0000900071,1020,23,69.83,1606.09
4500000498,10,0000900107,1000,46,2.7,124.2
4500000498,20,0000900054,1010,19,3.77,71.63
4500000498,30,0000900209,1000,5,23.3,116.5
4500000499,10,0000900188,2000,30,22.81,684.3
4500000500,10,0000900052,1000,39,12.32,480.48
4500000500,20,0000900250,2010,27,46.05,1243.35
4500000501,10,0000900060,1010,26,20.79,540.54
4500000501,20,0000900151,1000,48,64.62,3101.76
4500000502,10,0000900048,1010,7,83.59,585.13
4500000502,20,0000900298,2000,15,7.39,110.85
4500000502,30,0000900069,1020,26,15.5,403.0
4500000502,40,0000900233,1000,48,9.6,460.8
4500000503,10,0000900192,1000,36,9.35,336.6
4500000503,20,0000900259,1020,36,6.34,228.24
4500000503,30,0000900098,1010,47,22.15,1041.05
4500000504,10,0000900185,1020,45,16.81,756.45
4500000504,20,0000900181,2000,47,21.85,1026.95
4500000504,30,0000900213,1010,14,6.87,96.18
4500000504,40,0000900152,2010,14,58.74,822.36
4500000505,10,0000900108,2000,15,124.05,1860.75
4500000505,20,0000900237,1000,41,53.1,2177.1
4500000505,30,0000900062,2000,40,24.18,967.2
4500000506,10,0000900023,2000,33,5.59,184.47
4500000506,20,0000900021,1010,20,44.04,880.8
4500000507,10,0000900242,1010,35,145.01,5075.35
4500000507,20,0000900115,2000,11,44.66,491.26
4500000507,30,0000900030,1020,42,3.41,143.22
4500000507,40,0000900287,1000,2,5.06,10.12
4500000508,10,0000900001,1000,36,46.65,1679.4
4500000508,20,0000900070,1010,2,48.15,96.3
4500000509,10,0000900028,1010,37,7.42,274.54
4500000509,20,0000900185,1020,44,15.75,693.0
4500000509,30,0000900198,2010,33,21.86,721.38
4500000510,10,0000900252,1000,42,25.67,1078.14
4500000510,20,0000900009,2000,18,43.07,775.26
4500000510,30,0000900172,2000,9,6.49,58.41
4500000510,40,0000900082,2000,38,22.8,866.4
4500000511,10,0000900008,1010,28,13.34,373.52
4500000511,20,0000900277,2000,32,26.14,836.48
4500000512,10,0000900051,1000,29,12.75,369.75
4500000512,20,0000900069,1020,18,15.07,271.26
4500000512,30,0000900247,1020,31,42.51,1317.81
4500000512,40,0000900176,2010,39,36.63,1428.57
4500000513,10,0000900260,1000,33,17.38,573.54
4500000513,20,0000900060,1010,24,21.55,517.2
4500000514,10,0000900095,1000,49,45.23,2216.27
4500000514,20,0000900036,2000,12,21.29,255.48
4500000514,30,0000900267,1000,5,15.46,77.3
4500000515,10,0000900146,1010,25,72.82,1820.5
4500000515,20,0000900033,1000,16,47.54,760.64
4500000516,10,0000900168,2000,42,43.22,1815.24
4500000516,20,0000900141,1020,12,36.92,443.04
4500000516,30,0000900249,1020,23,5.55,127.65
4500000516,40,0000900012,1010,28,46.16,1292.48
4500000517,10,0000900013,2000,7,33.0,231.0
4500000518,10,0000900068,1010,49,88.65,4343.85
4500000518,20,0000900153,1010,11,3.26,35.86
4500000519,10,0000900120,1000,45,8.74,393.3
4500000520,10,0000900065,1000,49,15.85,776.65
4500000521,10,0000900272,1010,11,11.18,122.98
4500000521,20,0000900149,2000,7,11.14,77.98
4500000522,10,0000900155,2000,10,98.26,982.6
4500000523,10,0000900227,2000,29,7.69,223.01
4500000523,20,0000900073,1000,43,20.73,891.39
4500000523,30,0000900095,1000,31,48.51,1503.81
4500000523,40,0000900075,1000,47,48.98,2302.06
4500000524,10,0000900145,1020,46,5.05,232.3
4500000525,10,0000900018,1010,38,36.71,1394.98
4500000526,10,0000900170,1010,23,5.94,136.62
4500000526,20,0000900195,1000,43,7.98,343.14
4500000526,30,0000900296,1010,42,84.1,3532.2
4500000526,40,0000900246,1010,39,91.45,3566.55
4500000527,10,0000900087,1000,5,14.49,72.45
4500000528,10,0000900265,2000,2,65.32,130.64
4500000529,10,0000900164,1000,39,27.57,1075.23
4500000529,20,0000900096,2000,19,14.44,274.36
4500000529,30,0000900245,2000,24,42.68,1024.32
4500000530,10,0000900275,1020,21,15.16,318.36
4500000530,20,0000900255,1000,18,98.44,1771.92
4500000530,30,0000900153,1010,13,3.5,45.5
4500000531,10,0000900166,1000,39,26.47,1032.33
4500000532,10,0000900189,1020,37,27.05,1000.85
4500000532,20,0000900055,2010,1,6.31,6.31
4500000533,10,0000900041,1020,18,163.6,2944.8
4500000533,20,0000900247,1020,39,41.2,1606.8
4500000534,10,0000900136,1010,22,12.84,282.48
4500000534,20,0000900113,1010,43,2.63,113.09
4500000534,30,0000900250,2010,29,44.89,1301.81
4500000535,10,0000900233,1000,10,8.76,87.6
4500000535,20,0000900011,2010,45,9.17,412.65
4500000535,30,0000900006,2000,44,6.97,306.68
4500000536,10,0000900074,2000,12,10.15,121.8
4500000536,20,0000900250,2010,29,40.26,1167.54
4500000536,30,0000900244,1020,26,74.17,1928.42
4500000536,40,0000900056,1020,33,24.29,801.57
4500000537,10,0000900286,1020,32,1.79,57.28
4500000537,20,0000900132,2010,12,18.82,225.84
4500000537,30,0000900201,1020,5,70.64,353.2
4500000537,40,0000900204,1010,43,68.65,2951.95
4500000538,10,0000900275,1020,21,14.4,302.4
4500000538,20,0000900015,1020,24,146.56,3517.44
4500000539,10,0000900210,1010,14,22.8,319.2
4500000539,20,0000900001,1000,40,45.43,1817.2
4500000539,30,0000900297,1020,41,3.5,143.5
4500000539,40,0000900233,1000,15,9.22,138.3
4500000540,10,0000900192,1000,18,9.31,167.58
4500000540,20,0000900119,2010,33,45.76,1510.08
4500000540,30,0000900028,1010,49,7.9,387.1
4500000541,10,0000900296,1010,24,92.06,2209.44
4500000541,20,0000900134,1000,6,64.63,387.78
4500000542,10,0000900176,2010,45,35.8,1611.0
4500000542,20,0000900231,2010,41,62.54,2564.14
4500000542,30,0000900041,1020,9,149.83,1348.47
4500000543,10,0000900271,1020,33,28.23,931.59
4500000543,20,0000900232,1010,49,68.86,3374.14
4500000543,30,0000900166,1000,25,25.68,642.0
4500000544,10,0000900256,2000,7,13.56,94.92
4500000544,20,0000900206,1010,1,107.2,107.2
4500000544,30,0000900171,2010,36,4.71,169.56
4500000545,10,0000900046,1020,37,11.16,412.92
4500000545,20,0000900195,1000,3,7.86,23.58
4500000545,30,0000900032,2010,38,38.03,1445.14
4500000546,10,0000900249,1020,10,5.63,56.3
4500000546,20,0000900296,1010,22,82.34,1811.48
4500000546,30,0000900198,2010,48,19.96,958.08
4500000547,10,0000900200,2010,14,10.31,144.34
4500000548,10,0000900125,2000,25,5.92,148.0
4500000548,20,0000900142,1000,48,6.62,317.76
4500000548,30,0000900058,1000,4,15.23,60.92
4500000549,10,0000900290,2000,12,62.49,749.88
4500000550,10,0000900152,2010,44,64.94,2857.36
4500000550,20,0000900283,1000,25,14.47,361.75
4500000550,30,0000900263,1000,37,11.86,438.82
4500000551,10,0000900205,1020,5,31.21,156.05
4500000551,20,0000900075,1000,25,48.26,1206.5
4500000551,30,0000900161,1010,6,63.9,383.4
4500000551,40,0000900174,2000,1,10.7,10.7
4500000552,10,0000900155,2000,21,101.55,2132.55
4500000552,20,0000900216,2010,18,45.55,819.9
4500000552,30,0000900274,2010,14,4.35,60.9
4500000553,10,0000900030,1020,20,3.47,69.4
4500000553,20,0000900294,1000,45,18.95,852.75
4500000553,30,0000900061,1010,6,28.3,169.8
4500000554,10,0000900021,1010,23,40.83,939.09
4500000554,20,0000900122,1020,7,17.76,124.32
4500000554,30,0000900006,2000,21,6.68,140.28
4500000555,10,0000900027,1010,7,28.32,198.24
4500000555,20,0000900132,2010,28,21.04,589.12
4500000556,10,0000900007,1020,1,158.63,158.63
4500000556,20,0000900245,2000,19,44.2,839.8
4500000557,10,0000900040,2000,10,28.43,284.3
4500000557,20,0000900110,1000,34,14.01,476.34
4500000557,30,0000900107,1000,23,2.94,67.62
4500000558,10,0000900052,1000,45,12.2,549.0
4500000558,20,0000900122,1020,19,18.06,343.14
4500000558,30,0000900231,2010,22,68.14,1499.08
4500000559,10,0000900259,1020,28,6.9,193.2
4500000559,20,0000900074,2000,20,11.16,223.2
4500000559,30,0000900179,2010,6,54.57,327.42
4500000559,40,0000900250,2010,20,41.85,837.0
4500000560,10,0000900244,1020,47,82.02,3854.94
4500000560,20,0000900228,2000,14,8.17,114.38
4500000560,30,0000900204,1010,29,78.69,2282.01
4500000561,10,0000900122,1020,39,18.83,734.37
4500000561,20,0000900203,1020,1,8.53,8.53
4500000562,10,0000900214,2000,49,141.32,6924.68
4500000562,20,0000900202,2010,2,14.16,28.32
4500000563,10,0000900006,2000,37,6.95,257.15
4500000563,20,0000900001,1000,49,40.7,1994.3
4500000563,30,0000900102,2000,46,37.17,1709.82
4500000564,10,0000900051,1000,22,12.92,284.24
4500000565,10,0000900252,1000,8,24.1,192.8
4500000565,20,0000900004,1020,29,1.4,40.6
4500000565,30,0000900012,1010,18,41.78,752.04
4500000565,40,0000900121,2010,42,14.72,618.24
4500000566,10,0000900297,1020,33,3.54,116.82
4500000566,20,0000900283,1000,40,15.59,623.6
4500000566,30,0000900260,1000,3,16.04,48.12
4500000566,40,0000900139,2010,21,312.79,6568.59
4500000567,10,0000900041,1020,41,173.39,7108.99
4500000567,20,0000900270,1000,27,9.26,250.02
4500000567,30,0000900108,2000,18,112.4,2023.2
4500000567,40,0000900277,2000,21,23.66,496.86
4500000568,10,0000900161,1010,21,64.11,1346.31
4500000568,20,0000900239,2000,35,46.38,1623.3
4500000568,30,0000900186,2010,7,21.05,147.35
4500000568,40,0000900150,1010,29,37.79,1095.91
4500000569,10,0000900284,2010,30,5.68,170.4
4500000569,20,0000900064,2000,7,6.3,44.1
4500000570,10,0000900136,1010,10,11.78,117.8
4500000571,10,0000900157,2000,47,87.47,4111.09
4500000571,20,0000900018,1010,44,33.85,1489.4
4500000571,30,0000900037,1000,6,8.76,52.56
4500000572,10,0000900195,1000,44,7.77,341.88
4500000572,20,0000900057,2010,24,71.7,1720.8
4500000572,30,0000900140,1020,15,4.21,63.15
4500000573,10,0000900137,1000,10,34.83,348.3
4500000573,20,0000900115,2000,36,43.4,1562.4
4500000574,10,0000900152,2010,10,59.05,590.5
4500000574,20,0000900038,1020,38,9.49,360.62
4500000574,30,0000900149,2000,49,11.63,569.87
4500000575,10,0000900187,1000,42,66.93,2811.06
4500000575,20,0000900230,1010,18,1.8,32.4
4500000575,30,0000900020,2010,26,13.82,359.32
4500000575,40,0000900086,1020,28,14.17,396.76
4500000576,10,0000900076,1020,22,46.51,1023.22
4500000577,10,0000900184,2000,38,21.16,804.08
4500000577,20,0000900128,1010,29,1.61,46.69
4500000577,30,0000900038,1020,17,9.13,155.21
4500000578,10,0000900280,2000,19,51.6,980.4
4500000578,20,0000900204,1010,20,71.2,1424.0
4500000578,30,0000900122,1020,3,20.2,60.6
4500000578,40,0000900140,1020,31,4.18,129.58
4500000579,10,0000900120,1000,49,7.74,379.26
4500000580,10,0000900092,1020,1,7.8,7.8
4500000580,20,0000900172,2000,8,6.49,51.92
4500000581,10,0000900033,1000,3,48.2,144.6
4500000581,20,0000900297,1020,35,3.66,128.1
4500000581,30,0000900283,1000,20,13.82,276.4
4500000582,10,0000900256,2000,33,13.48,444.84
4500000582,20,0000900013,2000,30,33.8,1014.0
4500000582,30,0000900291,2000,37,21.15,782.55
4500000583,10,0000900237,1000,20,49.36,987.2
4500000584,10,0000900013,2000,18,32.91,592.38
4500000584,20,0000900238,1020,45,7.11,319.95
4500000585,10,0000900051,1000,40,13.81,552.4
4500000585,20,0000900090,2000,13,20.76,269.88
4500000585,30,0000900260,1000,34,17.32,588.88
4500000585,40,0000900011,2010,8,8.99,71.92
4500000586,10,0000900226,1000,2,17.68,35.36
4500000586,20,0000900185,1020,27,16.66,449.82
4500000586,30,0000900120,1000,30,7.7,231.0
4500000587,10,0000900275,1020,39,13.87,540.93
4500000587,20,0000900290,2000,33,65.09,2147.97
4500000588,10,0000900075,1000,1,47.37,47.37
4500000588,20,0000900028,1010,39,7.75,302.25
4500000588,30,0000900204,1010,33,71.15,2347.95
4500000588,40,0000900177,1020,16,2.09,33.44
4500000589,10,0000900211,1020,30,99.48,2984.4
4500000590,10,0000900063,1010,28,26.03,728.84
4500000590,20,0000900294,1000,16,19.84,317.44
4500000591,10,0000900127,1000,39,172.96,6745.44
4500000592,10,0000900195,1000,39,7.81,304.59
4500000592,20,0000900246,1010,3,89.83,269.49
4500000592,30,0000900243,1010,33,34.67,1144.11
4500000593,10,0000900046,1020,20,11.99,239.8
4500000593,20,0000900291,2000,16,21.23,339.68
4500000594,10,0000900161,1010,27,61.75,1667.25
4500000594,20,0000900064,2000,35,6.58,230.3
4500000594,30,0000900001,1000,40,43.23,1729.2
4500000594,40,0000900144,1000,11,13.04,143.44
4500000595,10,0000900272,1010,8,11.44,91.52
4500000595,20,0000900073,1000,23,21.56,495.88
4500000595,30,0000900030,1020,47,3.59,168.73
4500000596,10,0000900023,2000,36,6.01,216.36
4500000596,20,0000900172,2000,48,6.78,325.44
4500000597,10,0000900076,1020,16,47.97,767.52
4500000597,20,0000900026,1000,26,6.75,175.5
4500000597,30,0000900223,1020,41,55.4,2271.4
4500000597,40,0000900162,2000,36,185.41,6674.76
4500000598,10,0000900075,1000,22,46.53,1023.66
4500000598,20,0000900178,1000,23,169.45,3897.35
4500000598,30,0000900244,1020,39,80.01,3120.39
4500000599,10,0000900271,1020,36,28.96,1042.56
4500000599,20,0000900182,2010,24,81.13,1947.12
4500000600,10,0000900105,1020,11,21.26,233.86
4500000600,20,0000900184,2000,19,19.48,370.12
4500000600,30,0000900206,1010,41,98.69,4046.29
4500000601,10,0000900065,1000,34,16.65,566.1
4500000601,20,0000900191,2000,37,91.37,3380.69
4500000601,30,0000900208,2000,5,22.85,114.25
4500000601,40,0000900003,1000,41,2.82,115.62
4500000602,10,0000900277,2000,7,25.61,179.27
4500000603,10,0000900004,1020,39,1.3,50.7
4500000603,20,0000900087,1000,16,14.26,228.16
4500000603,30,0000900160,2000,2,24.65,49.3
4500000604,10,0000900122,1020,4,17.91,71.64
4500000604,20,0000900052,1000,44,12.67,557.48
4500000604,30,0000900240,2000,25,23.18,579.5
4500000604,40,0000900166,1000,28,25.3,708.4
4500000605,10,0000900237,1000,2,51.07,102.14
4500000605,20,0000900138,1010,34,34.47,1171.98
4500000605,30,0000900181,2000,47,22.72,1067.84
4500000605,40,0000900299,1010,29,29.22,847.38
4500000606,10,0000900147,2010,23,14.11,324.53
4500000606,20,0000900265,2000,37,61.46,2274.02
4500000606,30,0000900016,1010,24,15.99,383.76
4500000607,10,0000900230,1010,20,1.66,33.2
4500000607,20,0000900037,1000,24,8.42,202.08
4500000607,30,0000900250,2010,27,44.84,1210.68
4500000608,10,0000900063,1010,25,26.04,651.0
4500000608,20,0000900209,1000,49,24.88,1219.12
4500000608,30,0000900243,1010,40,38.26,1530.4
4500000609,10,0000900190,2010,4,13.3,53.2
4500000609,20,0000900009,2000,37,39.39,1457.43
4500000609,30,0000900033,1000,1,50.61,50.61
4500000609,40,0000900212,2000,5,14.91,74.55
4500000610,10,0000900083,2000,16,13.65,218.4
4500000610,20,0000900183,1000,27,42.67,1152.09
4500000610,30,0000900173,2000,4,16.96,67.84
4500000610,40,0000900141,1020,45,36.3,1633.5
4500000611,10,0000900080,1010,7,18.08,126.56
4500000611,20,0000900169,2010,19,26.61,505.59
4500000611,30,0000900104,2010,4,37.68,150.72
4500000612,10,0000900287,1000,25,4.85,121.25
4500000612,20,0000900143,1020,2,34.27,68.54
4500000612,30,0000900208,2000,9,20.09,180.81
4500000613,10,0000900258,1000,42,41.66,1749.72
4500000614,10,0000900238,1020,23,7.43,170.89
4500000614,20,0000900015,1020,25,166.78,4169.5
4500000615,10,0000900284,2010,44,6.01,264.44
4500000615,20,0000900278,2010,15,15.75,236.25
4500000615,30,0000900201,1020,7,68.43,479.01
4500000616,10,0000900133,2010,6,48.06,288.36
4500000616,20,0000900229,1010,19,2.79,53.01
4500000617,10,0000900096,2000,33,14.17,467.61
4500000617,20,0000900299,1010,6,27.89,167.34
4500000617,30,0000900212,2000,7,14.8,103.6
4500000618,10,0000900169,2010,4,23.95,95.8
4500000618,20,0000900179,2010,11,61.61,677.71
4500000618,30,0000900055,2010,14,5.8,81.2
4500000619,10,0000900119,2010,4,41.16,164.64
4500000619,20,0000900144,1000,13,13.56,176.28
4500000619,30,0000900099,1010,12,167.92,2015.04
4500000619,40,0000900013,2000,14,34.84,487.76
4500000620,10,0000900097,1020,2,138.11,276.22
4500000621,10,0000900209,1000,34,23.6,802.4
4500000621,20,0000900141,1020,31,39.56,1226.36
4500000621,30,0000900288,1020,4,29.34,117.36
4500000621,40,0000900237,1000,4,49.01,196.04
4500000622,10,0000900013,2000,41,32.28,1323.48
4500000622,20,0000900001,1000,44,41.05,1806.2
4500000622,30,0000900123,1020,4,72.16,288.64
4500000623,10,0000900021,1010,21,44.44,933.24
4500000624,10,0000900120,1000,35,8.43,295.05
4500000624,20,0000900147,2010,36,14.45,520.2
4500000624,30,0000900297,1020,13,3.91,50.83
4500000624,40,0000900031,1000,25,92.74,2318.5
4500000625,10,0000900266,1000,10,110.53,1105.3
4500000626,10,0000900227,2000,48,7.85,376.8
4500000627,10,0000900057,2010,7,78.84,551.88
4500000627,20,0000900029,2000,23,3.38,77.74
4500000628,10,0000900103,2000,49,16.46,806.54
4500000628,20,0000900057,2010,31,76.5,2371.5
4500000628,30,0000900207,1010,34,16.19,550.46
4500000629,10,0000900134,1000,19,68.7,1305.3
4500000629,20,0000900281,1000,45,10.8,486.0
4500000630,10,0000900257,2000,36,72.24,2600.64
4500000630,20,0000900255,1000,44,107.34,4722.96
4500000630,30,0000900003,1000,25,3.12,78.0
4500000631,10,0000900243,1010,45,38.42,1728.9
4500000631,20,0000900151,1000,40,59.64,2385.6
4500000632,10,0000900118,1000,23,34.46,792.58
4500000632,20,0000900203,1020,27,8.97,242.19
4500000632,30,0000900023,2000,44,5.6,246.4
4500000632,40,0000900204,1010,29,77.36,2243.44
4500000633,10,0000900059,2000,8,42.78,342.24
4500000634,10,0000900056,1020,31,26.45,819.95
4500000634,20,0000900176,2010,40,36.98,1479.2
4500000634,30,0000900221,2010,42,68.66,2883.72
4500000634,40,0000900080,1010,37,18.9,699.3
4500000635,10,0000900110,1000,1,13.15,13.15
4500000635,20,0000900093,2010,19,13.44,255.36
4500000635,30,0000900086,1020,5,14.1,70.5
4500000636,10,0000900225,1000,5,10.41,52.05
4500000637,10,0000900273,2010,22,30.39,668.58
4500000638,10,0000900125,2000,26,5.41,140.66
4500000639,10,0000900194,1020,37,23.74,878.38
4500000639,20,0000900161,1010,7,63.28,442.96
4500000639,30,0000900052,1000,3,11.62,34.86
4500000639,40,0000900058,1000,6,16.5,99.0
4500000640,10,0000900067,1020,7,22.76,159.32
4500000641,10,0000900026,1000,6,6.64,39.84
4500000642,10,0000900262,2010,1,8.41,8.41
4500000642,20,0000900234,1010,4,4.24,16.96
4500000642,30,0000900149,2000,47,11.32,532.04
4500000643,10,0000900260,1000,45,17.43,784.35
4500000644,10,0000900069,1020,14,14.16,198.24
4500000644,20,0000900269,2000,23,46.84,1077.32
4500000644,30,0000900055,2010,14,6.2,86.8
4500000645,10,0000900086,1020,8,15.31,122.48
4500000645,20,0000900014,2000,14,2.41,33.74
4500000645,30,0000900015,1020,36,168.26,6057.36
4500000645,40,0000900285,1020,11,1.45,15.95
4500000646,10,0000900040,2000,14,27.19,380.66
4500000646,20,0000900015,1020,45,159.07,7158.15
4500000646,30,0000900037,1000,27,9.14,246.78
4500000647,10,0000900210,1010,36,22.01,792.36
4500000648,10,0000900284,2010,23,6.26,143.98
4500000648,20,0000900084,1000,39,8.67,338.13
4500000648,30,0000900276,1010,31,13.72,425.32
4500000648,40,0000900060,1010,3,21.43,64.29
4500000649,10,0000900018,1010,38,36.28,1378.64
4500000649,20,0000900106,1000,13,13.14,170.82
4500000649,30,0000900100,1020,38,129.12,4906.56
4500000650,10,0000900240,2000,29,23.91,693.39
4500000650,20,0000900057,2010,43,77.5,3332.5
4500000651,10,0000900164,1000,39,26.32,1026.48
4500000651,20,0000900192,1000,4,9.44,37.76
4500000651,30,0000900160,2000,34,24.46,831.64
4500000651,40,0000900207,1010,39,16.62,648.18
4500000652,10,0000900097,1020,11,132.6,1458.6
4500000652,20,0000900146,1010,33,75.48,2490.84
4500000652,30,0000900120,1000,45,8.34,375.3
4500000653,10,0000900152,2010,46,59.09,2718.14
4500000653,20,0000900150,1010,17,37.89,644.13
4500000653,30,0000900223,1020,4,52.71,210.84
4500000653,40,0000900143,1020,28,34.94,978.32
4500000654,10,0000900269,2000,7,45.69,319.83
4500000654,20,0000900117,1010,23,11.04,253.92
4500000655,10,0000900112,1010,47,26.45,1243.15
4500000655,20,0000900063,1010,29,25.88,750.52
4500000655,30,0000900037,1000,1,8.56,8.56
4500000655,40,0000900229,1010,13,2.72,35.36
4500000656,10,0000900051,1000,32,12.12,387.84
4500000656,20,0000900294,1000,46,20.13,925.98
4500000656,30,0000900071,1020,44,77.27,3399.88
4500000657,10,0000900016,1010,25,16.77,419.25
4500000657,20,0000900062,2000,45,26.62,1197.9
4500000657,30,0000900048,1010,22,84.64,1862.08
4500000657,40,0000900040,2000,18,26.99,485.82
4500000658,10,0000900145,1020,15,5.69,85.35
4500000659,10,0000900010,1010,32,3.75,120.0
4500000660,10,0000900228,2000,36,7.4,266.4
4500000661,10,0000900117,1010,6,11.18,67.08
4500000661,20,0000900106,1000,20,11.94,238.8
4500000661,30,0000900231,2010,44,65.09,2863.96
4500000661,40,0000900041,1020,5,168.56,842.8
4500000662,10,0000900124,1000,26,71.04,1847.04
4500000662,20,0000900219,1020,22,50.33,1107.26
4500000662,30,0000900178,1000,3,157.29,471.87
4500000663,10,0000900183,1000,26,46.27,1203.02
4500000663,20,0000900049,1010,38,139.65,5306.7
4500000663,30,0000900213,1010,29,6.57,190.53
4500000663,40,0000900059,2000,30,43.44,1303.2
4500000664,10,0000900171,2010,8,4.22,33.76
4500000665,10,0000900118,1000,21,36.3,762.3
4500000665,20,0000900076,1020,7,45.98,321.86
4500000665,30,0000900098,1010,32,23.26,744.32
